SELECT 9760
CREATE INDEX
SELECT 50720
CREATE INDEX
tenant,sku,nome_prod,clicks30,costo30_eur,erp_stock,supplier_stock,pos,costo,prezzo
Farmainsieme,930530631,DERMAFRESH PELLI SENSIBILI LATTE 100 ML - 930530631 - bellezza-e-cosmesi/corpo/deodoranti,29,9.55,2,0,1,4.79,6.20
Farmainsieme,989018407,Diffusore con bacchette + refil tulipano - 989018407 - prodotti-per-la-casa,19,6.26,8,0,3,9.09,11.09
Farmainsieme,977545603,FITONASAL BIOPOMATA 10ML - 977545603 - farmaci-da-banco/febbre/influenza-e-raffreddore,15,4.94,3,175,4,7.77,9.17
Farmainsieme,951141504,Multicentrum age science antiossidante cellulare 30 capsule - 951141504 - alimentazione/sport/aminoacidi-e-proteine,14,4.61,4,51,7,13.37,15.36
Farmainsieme,943331239,Fotoprotector gel cream pediatrics 50+ 250 ml - 943331239 - bellezza-e-cosmesi/prodotti-solari/solari-bimbo,13,4.28,3,79,2,15.54,21.19
Farmainsieme,983039963,Avene sol fluido spf50+ s/prof - 983039963 - bellezza-e-cosmesi/prodotti-solari/solari-viso-e-labbra,13,4.28,1,50,3,9.52,11.00
Farmainsieme,988206049,SCHOLL'S Mango printed suede w navy blue 38 - 988206049 - integratori/integratori-alimentari/gravidanza-e-allattamento,11,3.62,0,50,2,45.37,50.81
Farmainsieme,949842544,Gyno-canescystil cistipro 14 bustine - 949842544 - integratori/integratori-alimentari/apparato-uro-genitale,11,3.62,14,186,5,9.41,10.79
Farmainsieme,988948749,VITRY Trattamento riparatore pro diamant 10 ml - 988948749 - bellezza-e-cosmesi/mani-e-unghie/manicure,10,3.29,9,0,,11.71,14.29
Farmainsieme,987419532,Ymea vamp control 64 capsule promo 25% - 987419532 - integratori/integratori-alimentari/menopausa,10,3.29,3,0,3,13.17,19.70
Farmainsieme,924870544,"Cerotto in rocchetto transpore cm 2,5 x 5 mt dispenser 1 pezzo - 924870544 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/cerotti",10,3.29,0,62,5,3.36,4.24
Farmainsieme,986699092,Somatoline skin expert 28stk - 986699092 - integratori,10,3.29,0,22,,24.24,20.73
Farmainsieme,975596166,SOMATOLINE LIFT somat c lift ef rass seno 75ml - 975596166 - bellezza-e-cosmesi,9,2.96,1,0,3,12.48,17.38
Farmainsieme,978868608,VITRY Trattamento riparatore sensitive pro expert 10 ml - 978868608 - bellezza-e-cosmesi/mani-e-unghie/smalti,8,2.64,3,0,,8.63,10.52
Farmainsieme,986956629,FARMADERBE Phyto col barriera 20 compresse - 986956629 - integratori/integratori-alimentari/fermenti-lattici,7,2.31,0,5,1,10.51,11.50
Farmainsieme,949878324,Cer'8 braccialetto diffusore - 949878324 - farmaci-da-banco/altri-disturbi/antizanzare-e-antimeduse,7,2.31,13,0,5,2.81,3.62
Farmainsieme,943285268,PESOFORMA BISCOTTI LAMPONE/MELA 8 PASTI 16 BISCOTTI - 943285268 - alimentazione,6,1.98,0,12,4,9.91,7.70
Farmainsieme,951999390,Senectina flacone 90 g - 951999390 - prodotti-veterinari/alimentazione,6,1.98,0,50,2,24.92,29.24
Farmainsieme,949878262,VALETUDO Alyval touch gel intimo 30 ml - 949878262 - bellezza-e-cosmesi/corpo/igiene-intima,6,1.98,0,18,5,12.88,14.84
Farmainsieme,951215425,Avene Eau thermale avene solare autoabbronzante idratante 100 ml - 951215425 - bellezza-e-cosmesi/prodotti-solari/solari-viso-e-labbra,6,1.98,8,50,6,8.41,9.80
Farmainsieme,009115039,FITOSTIMOLINE*10GARZE 15% - 009115039 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/disinfettanti-e-cicatrizzanti,5,1.65,1,858,5,11.00,13.45
Farmainsieme,982475319,Serenity pants sd sensitive extra xl 14 pezzi - 982475319 - sanitaria-e-ortopedia/cura-dell-anziano/prodotti-per-l-incontinenza,5,1.65,0,10,,12.90,16.64
Farmainsieme,938657032,MULTICENTRUM DONNA 30 COMPRESSE - 938657032 - integratori/integratori-alimentari/vitamine-e-sali-minerali,5,1.65,1,200,,12.72,16.79
Farmainsieme,950026462,Ducray anaphase reactive shampoo 200 ml - 950026462 - bellezza-e-cosmesi/capeli/anticaduta,5,1.65,29,4,3,7.54,9.35
Farmainsieme,943285294,PESOFORMA BISCOTTI MIRTILLI 8 PASTI 16 BISCOTTI - 943285294 - alimentazione,5,1.65,0,4,4,9.90,7.70
Farmainsieme,921189243,Oxilife 30 capsule - 921189243 - integratori/integratori-alimentari/difese-immunitarie,5,1.65,0,19,3,18.63,22.02
Farmainsieme,951880994,FIMO Splendident whitening smile gel 12 ml - 951880994 - igiene-e-salute/igiene-orale/dentifrici,5,1.65,3,0,3,10.11,13.49
Farmainsieme,981475369,Neuronam 30cpr - 981475369 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,5,1.65,0,79,,17.23,22.22
Farmainsieme,036028013,ALLERGAN Relestat*coll fl ldp 5ml - 036028013 - igiene-e-salute/rimedi-fitoterapici/allergie,4,1.32,0,50,7,14.10,16.92
Farmainsieme,980916074,LATTOSTIL GOCCE 16ML - 980916074 - integratori/integratori-alimentari/fermenti-lattici,4,1.32,0,14,7,18.63,23.10
Farmainsieme,971192834,GIORGINI Verga d'oro estratto integrale 200 ml - 971192834 - integratori/integratori-alimentari/vitamine-e-sali-minerali,4,1.32,0,1,1,13.02,14.62
Farmainsieme,986196261,Vivolax regola fluido concentrato 200 ml - 986196261 - farmaci-da-banco/stomaco-e-intestino/stitichezza-e-lassativi,4,1.32,0,10,3,8.48,11.16
Farmainsieme,978270712,BIOVITA Whynature collagene rigen 330g - 978270712 - integratori/integratori-alimentari/anti-eta-cura-della-pelle,4,1.32,5,0,3,15.03,28.71
Farmainsieme,983325681,Dr fillermast hydra illuminant serum - 983325681 - bellezza-e-cosmesi/viso/idratanti-e-nutrienti,4,1.32,0,10,3,6.38,7.98
Farmainsieme,926548278,Lipotech 400 30cpr - 926548278 - integratori/integratori-alimentari/anti-eta-cura-della-pelle,4,1.32,0,18,7,15.24,18.13
Farmainsieme,908777042,Orione 316 cintoslip erniario uomo aperto con pelotte bianco 4 - 908777042 - sanitaria-e-ortopedia/tutori-e-fasce-post-operatorio/tutori-per-il-tronco,4,1.32,0,4,7,40.81,42.55
Farmainsieme,905378612,Buona difesa spray 15 ml - 905378612 - integratori/integratori-alimentari/difese-immunitarie,4,1.32,0,3,3,9.88,11.81
Farmainsieme,930216736,Pediasprint 15 flaconcini 10 ml - 930216736 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,4,1.32,0,89,6,16.12,19.01
Farmainsieme,981427216,Anemik 60past - 981427216 - alimentazione/sport/aminoacidi-e-proteine,4,1.32,0,1,3,11.50,13.79
Farmainsieme,985513100,SVR Palpebral baume 30 ml - 985513100 - bellezza-e-cosmesi/viso/dermatiti-e-arrossamenti,3,0.99,0,71,,14.85,19.15
Farmainsieme,904917818,Activen 30 compresse 33 g - 904917818 - farmaci-da-banco/stomaco-e-intestino/emorroidi-e-ragadi-anali,3,0.99,0,2,,12.01,15.50
Farmainsieme,902968217,Dr. Scholl Scholl deo control spr scarpe - 902968217 - bellezza-e-cosmesi/piedi/antiodore,3,0.99,1,118,7,5.09,6.31
Farmainsieme,902305438,TAPPO AURICOLARE IN SILICONE PIC SPORT 6 PEZZI - 902305438 - farmaci-da-banco/febbre/orecchio,3,0.99,2,192,4,2.68,3.59
Farmainsieme,987390061,Phytolax 100 ml + siringa - 987390061 - prodotti-veterinari/alimentazione,3,0.99,0,10,3,17.71,21.31
Farmainsieme,927248498,Kit raccolta urine - 927248498 - prodotti-veterinari/accessori-per-animali,3,0.99,0,50,3,10.04,11.89
Farmainsieme,986091116,GIORGINI Butirvis 80 pastiglie rp - 986091116 - integratori/integratori-alimentari/fermenti-lattici,3,0.99,0,1,3,21.88,25.30
Farmainsieme,985778315,GIORGINI Colostro puro polvere solubile 100 g - 985778315 - alimentazione/sport/aminoacidi-e-proteine,3,0.99,0,10,1,31.58,51.55
Farmainsieme,984503247,Eprelax 20 compresse - 984503247 - alimentazione/sport/aminoacidi-e-proteine,3,0.99,1,167,6,15.83,18.10
Farmainsieme,881507216,HOMEO SAPIENS Dosha p omium centrum 3 d gi - 881507216 - igiene-e-salute/rimedi-omeopatici/globuli-e-granuli,3,0.99,0,10,3,16.08,20.46
Farmainsieme,983278197,Rinomast spray nasale 30ml - 983278197 - farmaci-da-banco/febbre/influenza-e-raffreddore,3,0.99,0,3,,14.03,18.09
Farmainsieme,983196142,Quieto pasta cani/gatti 15 ml nutrigen - 983196142 - prodotti-veterinari/alimentazione,3,0.99,0,7,3,14.62,14.22
Farmainsieme,050144017,Canesten*crema 30g 1% - 050144017 - farmaci-da-banco/altri-disturbi/antimicotici,3,0.99,0,927,3,10.11,12.02
Farmainsieme,049090018,Fexallegra*10cpr riv 120mg - 049090018 - farmaci-da-banco/allergie/antistaminici,3,0.99,0,50,3,7.36,9.11
Farmainsieme,982991729,Calmex 10 compresse - 982991729 - prodotti-veterinari/alimentazione,3,0.99,0,33,6,13.14,15.17
Farmainsieme,982981589,Pumilene respiro spray nasale - 982981589 - farmaci-da-banco/febbre/influenza-e-raffreddore,3,0.99,0,11,3,4.92,7.00
Farmainsieme,037291010,CAREXIDIL*SOLUZ CUT 60ML 5% - 037291010 - bellezza-e-cosmesi/capeli,3,0.99,0,101,5,27.68,32.24
Farmainsieme,037184049,Dicloreum unidie*8cer med 24h - 037184049 - farmaci-da-banco/antinfiammatori-e-analgesici/dolori-muscolari-ed-articolari,3,0.99,0,61,7,15.07,17.76
Farmainsieme,033222023,"Acular*coll fl 5ml 0,5% - 033222023 - farmaci-da-banco",3,0.99,0,47,3,8.49,10.27
Farmainsieme,949725131,Cds22 formula 112 miliardi 20 capsule - 949725131 - integratori/integratori-alimentari/fermenti-lattici,3,0.99,0,75,1,15.17,17.60
Farmainsieme,981492376,DIVA INTERNATIONAL Benefeet mousse piedi 150 ml - 981492376 - bellezza-e-cosmesi/piedi/cura-del-piede,3,0.99,0,4,1,2.83,3.98
Farmainsieme,980922280,Altemor 21stick 12ml - 980922280 - alimentazione/sport/aminoacidi-e-proteine,3,0.99,0,14,2,25.67,29.08
Farmainsieme,912940588,Allerpet deallergizzante 355 ml - 912940588 - prodotti-veterinari/detergenti-e-lozioni,3,0.99,0,3,3,16.19,18.86
Farmainsieme,971325271,PEDIAKD PLUS 5 ML - 971325271 - prima-infanzia,3,0.99,1,124,7,13.62,15.69
Farmainsieme,912904113,GIORGINI Donna sana 100 pastiglie - 912904113 - integratori/integratori-alimentari/menopausa,3,0.99,0,1,3,16.24,19.48
Farmainsieme,972525176,GIBAUD Dr gibaud ortho lombogib lady corsetto lombosacrale h26cm 4 - 972525176 - sanitaria-e-ortopedia/tutori-e-fasce-post-operatorio/tutori-per-il-tronco,3,0.99,0,10,2,55.70,62.38
Farmainsieme,950441055,SCHOLL'S Calzatura clog supercomfort b/s bycast u white 40 - 950441055 - farmaci-da-banco/dispositivi/calzari,3,0.99,0,10,1,48.62,66.54
Farmainsieme,951248893,Dermafresh 72h ipersudorazione piedi crema 100 ml - 951248893 - bellezza-e-cosmesi/piedi/cura-del-piede,3,0.99,5,50,1,4.39,6.24
Farmainsieme,989707082,Fiocchi di riso dermo zzzz dopo puntura 14 ml - 989707082 - farmaci-da-banco/altri-disturbi/antizanzare-e-antimeduse,3,0.99,4,10,3,5.19,6.42
Farmainsieme,976218204,UNION BIO Calma pets 100 ml - 976218204 - prodotti-veterinari/alimentazione,3,0.99,0,13,7,7.62,8.78
Farmainsieme,989317274,Drenamap 500 ml - 989317274 - integratori/integratori-alimentari/drenanti,3,0.99,0,7,3,18.80,21.76
Farmainsieme,989252465,"Iroxil ofta 2,0 15 ml - 989252465 - farmaci-da-banco/medicazione-e-autodiagnosi/medicazioni",3,0.99,0,11,1,12.97,14.72
Farmainsieme,905885620,ACCUTREND Test accutrend plus per lettura glicemia colesterolemia trigliceridi lattato - 905885620 - farmaci-da-banco/medicazione-e-autodiagnosi/autodiagnosi,3,0.99,0,10,2,175.80,224.28
Farmainsieme,989050416,Siringa intra-articolare condronil ialquattro acido ialuronico 2% 4 ml - 989050416 - sanitaria-e-ortopedia/articolazioni/sringhe-intra-articolari,3,0.99,0,13,6,75.43,84.55
Farmainsieme,934364148,"MEDS Cerotto farmactive scottature 4,5x7,4 cm 6 pezzi - 934364148 - farmaci-da-banco/medicazione-e-autodiagnosi/medicazioni",3,0.99,0,9,1,4.58,7.03
Farmainsieme,949499964,HELAN I profumi della casa mou e popcorn bastoncini aromatici 100ml - 949499964 - prodotti-per-la-casa,2,0.66,0,50,3,12.69,15.23
Farmainsieme,985995707,Pampers baby dry pannolino mutandina maxi small pack 16 pezzi - 985995707 - prima-infanzia/igiene-e-cura-del-bambino/pannolini-e-salviette,2,0.66,0,65,,4.93,6.36
Farmainsieme,982466082,Aminolife 20bust - 982466082 - alimentazione/sport/aminoacidi-e-proteine,2,0.66,0,29,1,24.96,28.85
Farmainsieme,941831897,Unicol plus 30 compresse - 941831897 - integratori/integratori-alimentari/colesterolo-e-trigliceridi,2,0.66,0,1,6,18.01,21.46
Farmainsieme,982054203,Gibaud ortho tutore dita 2 - 982054203 - sanitaria-e-ortopedia,2,0.66,1,11,4,16.29,20.41
Farmainsieme,949500209,HELAN I profumi della casa tropical colada ricarica bastoncini aromatici 500ml - 949500209 - prodotti-per-la-casa,2,0.66,0,10,3,17.52,21.02
Farmainsieme,908177153,Collagenil dry & sensitive gocce vitali 30 ml - 908177153 - bellezza-e-cosmesi/mani-e-unghie/manicure,2,0.66,0,1,1,34.77,42.84
Farmainsieme,014371037,CORSODYL*SOLUZ 150ML 200MG/100 - 014371037 - igiene-e-salute/igiene-orale,2,0.66,4,311,6,8.05,9.64
Farmainsieme,981553338,SANAMEDICA Macanera 90 capsule - 981553338 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,2,0.66,0,12,1,24.60,31.71
Farmainsieme,940366204,Chirolipid 30 compresse - 940366204 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,12,3,16.80,20.61
Farmainsieme,926583360,Royal regime tea 25 buste - 926583360 - farmaci-da-banco/stomaco-e-intestino/stitichezza-e-lassativi,2,0.66,0,50,5,5.51,6.72
Farmainsieme,975536107,D3 ben vitamina 20ml - 975536107 - alimentazione/sport/aminoacidi-e-proteine,2,0.66,0,1,,12.07,13.89
Farmainsieme,951618420,Chicco braccialetti profumati in silicone 5 pezzi - 951618420 - farmaci-da-banco/altri-disturbi/antizanzare-e-antimeduse,2,0.66,11,85,7,2.44,3.40
Farmainsieme,922311319,DI-VA Lemon pharma pastiglie fiducia in se stessi 50g* - 922311319 - alimentazione/alimentazione/snack-dolci-e-salati,2,0.66,0,3,2,4.44,6.20
Farmainsieme,986042190,Balumix soluzione orale 150ml - 986042190 - farmaci-da-banco/febbre/mal-di-gola,2,0.66,0,65,7,10.19,12.44
Farmainsieme,927256596,POLYBACTUM 9 OVULI VAGINALI - 927256596 - farmaci-da-banco/altri-disturbi,2,0.66,1,0,6,28.16,32.34
Farmainsieme,921735256,Family drug test 5 urine - 921735256 - farmaci-da-banco/medicazione-e-autodiagnosi/autodiagnosi,2,0.66,0,51,3,10.89,14.77
Farmainsieme,901391793,Pernaton gel 125 ml - 901391793 - bellezza-e-cosmesi/corpo/idratanti-ed-emollienti,2,0.66,0,1,5,11.66,15.02
Farmainsieme,921189407,HOLLISTER Sacca urina da gamba hollister con antireflusso e rubinetto di scarico 30 pezzi - 921189407 - sanitaria-e-ortopedia/cura-dell-anziano/prodotti-per-l-incontinenza,2,0.66,0,1,3,17.54,21.45
Farmainsieme,901721389,MEDS Sfigmomanometro palmare large display - 901721389 - farmaci-da-banco/elettromedicali/misuratori-pressione,2,0.66,0,1,2,22.51,28.11
Farmainsieme,902050653,Pediargin 10 flaconcini 10 ml - 902050653 - alimentazione/sport/aminoacidi-e-proteine,2,0.66,0,75,6,16.36,19.29
Farmainsieme,902684315,Perspirex foot lotion antitraspirante lozione trasparente sudorazione e cattivo odore piedi 100 ml - 902684315 - bellezza-e-cosmesi/piedi/antiodore,2,0.66,1,44,7,9.15,11.31
Farmainsieme,989872888,Proaction creatine 100 compresse - 989872888 - alimentazione/sport/aminoacidi-e-proteine,2,0.66,0,51,3,18.08,23.70
Farmainsieme,970418861,GIORGINI Artemisia estratto integrale 200 ml - 970418861 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,4,4,13.32,15.30
Farmainsieme,988124172,Repy gel 30 ml nuova formula - 988124172 - farmaci-da-banco/medicazione-e-autodiagnosi/medicazioni,2,0.66,0,52,1,10.26,11.65
Farmainsieme,913664456,GIORGINI Magnevis 80 pastiglie - 913664456 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,2,3,14.12,16.78
Farmainsieme,970523938,GIORGINI Finocchio estratto integrale 200 ml - 970523938 - farmaci-da-banco/stomaco-e-intestino/stitichezza-e-lassativi,2,0.66,0,11,2,13.33,15.29
Farmainsieme,980408924,Durex eternal connection - 980408924 - integratori/integratori-alimentari/apparato-uro-genitale,2,0.66,5,64,7,5.99,7.43
Farmainsieme,980292623,Dermovitamina derm calm det - 980292623 - bellezza-e-cosmesi/corpo/igiene-e-detersione,2,0.66,0,1,3,7.33,8.80
Farmainsieme,913226015,Dr. Scholl scholl crema talloni active repair k+ 60 ml - 913226015 - bellezza-e-cosmesi/piedi/cura-del-piede,2,0.66,0,40,10,6.45,7.55
Farmainsieme,971057878,Fior Di Loto Farina miglio bruno senza glutine bio 375 g - 971057878 - alimentazione/alimentazione/alimenti-per-celiaci,2,0.66,0,10,1,2.99,3.79
Farmainsieme,980121545,U-life 30 ecofoam 50ml - 980121545 - bellezza-e-cosmesi/corpo/idratanti-ed-emollienti,2,0.66,0,81,2,11.20,13.03
Farmainsieme,902994817,Stopper granulare da disperdere in acqua 20 bustine x 65 g - 902994817 - farmaci-da-banco/stomaco-e-intestino/diarrea,2,0.66,0,29,6,8.46,10.31
Farmainsieme,904793445,PHYTOITALIA Phytolinfa 60 capsule - 904793445 - integratori/integratori-alimentari/drenanti,2,0.66,0,1,3,13.49,19.39
Farmainsieme,903016297,Naturincas maca delle ande 120 compresse - 903016297 - integratori/integratori-alimentari/concentrazione-memoria-e-studio,2,0.66,0,23,5,13.32,14.34
Farmainsieme,979867330,SINAFARM Trivamp compresse - 979867330 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,1,1,16.78,18.95
Farmainsieme,947489074,Isdinceutics hyaluronic moisture normale 50 ml - 947489074 - bellezza-e-cosmesi/viso/antirughe-antieta,2,0.66,8,1,2,26.27,33.98
Farmainsieme,971279601,Cingal siringa preriemp 4ml - 971279601 - farmaci-da-banco/antinfiammatori-e-analgesici/dolori-muscolari-ed-articolari,2,0.66,0,54,,113.81,146.81
Farmainsieme,942725829,Orione 316 cintoslip erniario uomo alto aperto con pelotte grigio misura 5 - 942725829 - sanitaria-e-ortopedia/tutori-e-fasce-post-operatorio/tutori-per-il-tronco,2,0.66,0,10,2,37.99,49.36
Farmainsieme,971485988,ANGSTROM PROTECT HYDRAXOL LATTE SOLARE PROTEZIONE 10 200 ML - 971485988 - bellezza-e-cosmesi/prodotti-solari/solari-corpo,2,0.66,3,10,1,6.94,9.84
Farmainsieme,971667302,Chicco Ch latte doposolare - 971667302 - bellezza-e-cosmesi/prodotti-solari/solari-corpo,2,0.66,0,24,3,5.38,7.93
Farmainsieme,971737578,Sineflog 30 ml - 971737578 - farmaci-da-banco/febbre/tosse,2,0.66,0,30,6,10.96,13.58
Farmainsieme,989039680,HERBOPLANET Herborelax 30 ml - 989039680 - integratori/integratori-alimentari/sonno,2,0.66,0,20,3,11.94,14.20
Farmainsieme,947259558,Cer'8 formula tigre 36 cuscinetti - 947259558 - farmaci-da-banco/altri-disturbi/antizanzare-e-antimeduse,2,0.66,4,0,6,5.16,6.54
Farmainsieme,989633831,La roche posay Anthelios fluido leggero uvair spf50+ 40 ml - 989633831 - bellezza-e-cosmesi/prodotti-solari/solari-viso-e-labbra,2,0.66,0,1,3,13.04,16.77
Farmainsieme,979803501,TREBIFARMA Enterolac 8 compresse - 979803501 - prodotti-veterinari/alimentazione,2,0.66,0,10,3,13.20,16.04
Farmainsieme,972596237,Lineagin ovuli 10 ovuli 2 g - 972596237 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,2,0.66,0,48,1,11.03,12.46
Farmainsieme,930960721,LINIDOR Pannolone linidor super pannolino a cintura mm 15 pezzi - 930960721 - sanitaria-e-ortopedia/cura-dell-anziano/prodotti-per-l-incontinenza,2,0.66,0,2,3,10.68,12.62
Farmainsieme,973077872,Spinner 20 capsule - 973077872 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,8,2,14.28,16.61
Farmainsieme,979418389,AVEENO SPRAY DOPO DOCCIA PROMO - 979418389 - prima-infanzia/igiene-e-cura-del-bambino/creme-e-paste-protettive,2,0.66,0,50,,8.54,10.42
Farmainsieme,931054035,Puressentiel Lozione antipidocchi 100 ml + pettine puressentiel - 931054035 - bellezza-e-cosmesi/capeli/antipidocchi,2,0.66,6,50,3,9.92,15.60
Farmainsieme,988130163,ERBAMEA Puradren lemon lime 500 ml - 988130163 - integratori/integratori-alimentari/drenanti,2,0.66,0,10,7,12.05,17.78
Farmainsieme,973339106,TECNIWORK Active memory soletta 44 1 paio - 973339106 - bellezza-e-cosmesi/piedi/cura-del-piede,2,0.66,0,1,7,9.03,11.28
Farmainsieme,904247626,"Cerotto oculare colorato maxi 5,7x8cm cf 30 pezzi - 904247626 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/cerotti",2,0.66,0,70,3,7.81,10.29
Farmainsieme,950036968,Avene xeracalm ad pane surgrass 100 g - 950036968 - bellezza-e-cosmesi/viso/dermatiti-e-arrossamenti,2,0.66,0,76,7,6.21,7.33
Farmainsieme,904258086,Durex Lubrificante durex top gel hot 50 ml - 904258086 - igiene-e-salute/benessere-della-coppia/preservativi,2,0.66,0,61,,7.41,9.55
Farmainsieme,942872060,FILME GYNO V 6 OVULI - 942872060 - farmaci-da-banco/altri-disturbi/secchezza-e-micosi-vaginale,2,0.66,0,122,6,11.52,13.63
Farmainsieme,950257838,ARCANGEA B veg gea 30 capsule 500 mg - 950257838 - alimentazione/sport/aminoacidi-e-proteine,2,0.66,0,10,3,19.23,23.07
Farmainsieme,931157681,Ansileve 30 capsule - 931157681 - integratori/integratori-alimentari/sonno,2,0.66,0,56,2,13.68,15.60
Farmainsieme,943350292,Isdinceutics instant flash 1 fiala - 943350292 - bellezza-e-cosmesi,2,0.66,6,10,1,2.75,3.81
Farmainsieme,944700640,Babygella prebiotic crema idratante protettiva 50 ml - 944700640 - prima-infanzia/igiene-e-cura-del-bambino/creme-e-paste-protettive,2,0.66,0,50,7,4.05,5.29
Farmainsieme,950441081,SCHOLL'S Calzatura clog supercomfort b/s bycast u white 43 - 950441081 - farmaci-da-banco/dispositivi/calzari,2,0.66,0,10,1,48.62,54.45
Farmainsieme,974058289,SIFARMA Canova sensiven caps 30 compresse - 974058289 - integratori/integratori-alimentari/anti-eta-cura-della-pelle,2,0.66,0,37,,21.64,27.91
Farmainsieme,908858234,PONTEFIX SET FISSAGGIO PONTI - 908858234 - igiene-e-salute/igiene-orale/pulizia-apparecchi-ortodontici,2,0.66,1,296,7,12.14,14.80
Farmainsieme,974115127,Safety 1st blocca cassetti - 974115127 - prima-infanzia/igiene-e-cura-del-bambino/tutto-per-la-pappa,2,0.66,0,4,1,2.45,3.58
Farmainsieme,950441093,SCHOLL'S Calzatura clog supercomfort b/s bycast u white 44 - 950441093 - farmaci-da-banco/dispositivi/calzari,2,0.66,0,10,1,48.62,54.45
Farmainsieme,974377931,Foliped gocce 5ml - 974377931 - prima-infanzia/per-la-mamma/pre-e-post-gravidanza,2,0.66,0,162,5,14.01,16.53
Farmainsieme,974479343,Chicco CH GIOCO MSD CARILLON ORSETTO - 974479343 - prima-infanzia/giochi,2,0.66,1,6,3,12.69,14.80
Farmainsieme,950610648,PROMOPHARMA Milknutrix 800 g - 950610648 - alimentazione/sport/aminoacidi-e-proteine,2,0.66,0,10,3,16.34,19.97
Farmainsieme,974762890,Oti Promucol nf 30bust - 974762890 - farmaci-da-banco/stomaco-e-intestino/stitichezza-e-lassativi,2,0.66,0,1,,20.32,26.21
Farmainsieme,974773057,Salvelox protezione tallone 4 pezzi - 974773057 - bellezza-e-cosmesi/piedi/cura-del-piede,2,0.66,0,11,3,8.19,11.74
Farmainsieme,904558640,VULNAMIN Crema vulnamin 50 g - 904558640 - farmaci-da-banco/medicazione-e-autodiagnosi/medicazioni,2,0.66,0,26,1,21.25,24.97
Farmainsieme,942128669,Fluicondrial m sir 2ml/40mg - 942128669 - sanitaria-e-ortopedia/articolazioni/sringhe-intra-articolari,2,0.66,0,55,4,44.59,49.94
Farmainsieme,951141528,Multicentrum age science ossa muscoli articolazioni 30 compresse - 951141528 - farmaci-da-banco/antinfiammatori-e-analgesici,2,0.66,4,88,4,13.37,15.36
Farmainsieme,900031016,Tuttovitamine polvere barattolo 500 g - 900031016 - prodotti-veterinari/alimentazione,2,0.66,0,1,3,9.22,11.06
Farmainsieme,975045168,Incarose concentrato puri crema staminali 50 ml - 975045168 - bellezza-e-cosmesi/viso/antirughe-antieta,2,0.66,0,1,1,21.19,27.53
Farmainsieme,983325693,Dr fillermast lifting retinol serum - 983325693 - bellezza-e-cosmesi/viso/antirughe-antieta,2,0.66,0,50,3,6.38,7.94
Farmainsieme,949485940,Euphidra mascara close up mini nero 5 ml - 949485940 - bellezza-e-cosmesi/trucco-e-make-up/occhi,2,0.66,6,0,4,3.60,5.89
Farmainsieme,925336455,AQUACEL Medicazione in hydrofiber e ioni argento intessuta in lyocell aquacel ag + extra 2x45cm 5 pezzi - 925336455 - farmaci-da-banco/medicazione-e-autodiagnosi/medicazioni,2,0.66,0,2,1,59.37,70.64
Farmainsieme,924931746,COLOPLAST Sacca per ileostomia sensura mio sistema a un pezzo aperta con apertura ispezionabile foro 10-55 mm capacita' 650 ml 30 pezzi - 924931746 - farmaci-da-banco/stomaco-e-intestino/stomia,2,0.66,0,1,3,66.46,76.67
Farmainsieme,975084777,Pic Ago penna insulina pic insupen advanced gauge 31 5 mm 100 pezzi - 975084777 - farmaci-da-banco/cura-delle-ferite-e-medicazioni/siringhe-e-aghi,2,0.66,0,96,7,6.72,8.28
Farmainsieme,800131361,Weleda Hepar-magnesium d4 8f 1ml - 800131361 - igiene-e-salute/rimedi-omeopatici/sciroppi,2,0.66,0,1,5,22.53,26.70
Farmainsieme,924931607,COLOPLAST Sacca per colostomia sensura mio sistema a un pezzo click con apertura ispezionabile mini 15-45 mm 30 pezzi - 924931607 - farmaci-da-banco/stomaco-e-intestino/stomia,2,0.66,0,2,5,58.70,67.30
Farmainsieme,924911555,GIORGINI Vite canadese 100 ml liquido analcolico gemmo +10 - 924911555 - integratori/integratori-alimentari/vitamine-e-sali-minerali,2,0.66,0,10,3,13.22,17.36
Farmainsieme,984562278,PARANIX shampoo paranix trattamento extra forte mdr 200 ml - 984562278 - bellezza-e-cosmesi/capeli/antipidocchi,2,0.66,0,149,6,13.77,16.27
Farmainsieme,988927240,Oncos sos derma 30 ml - 988927240 - bellezza-e-cosmesi/corpo/igiene-intima,2,0.66,0,10,1,21.14,26.94
Farmainsieme,985000645,La roche posay anthelios flu oil uv mune 50+a - 985000645 - bellezza-e-cosmesi/prodotti-solari/solari-corpo,2,0.66,0,33,6,16.49,19.45
