sku,nome,click7,pos,stock,domanda_glob,vend_rete_30g,rete_90g,categoria_traffico
930411121,"SINOVIAL 32 SIR INTRA-ART 1,6%",2,12,0,0.00,0,si,MORTO_vero
983832825,COXALT 20CPR,2,3,0,0.00,6.00,si,DOMANDA_VIVA
971968122,VICHY HOMME DEO ANTI-MACCHIE,2,3,8,0.00,1.00,si,DOMANDA_VIVA
943816645,NOKSAN SPUGNA BIFACCIALE,2,99,0,0.00,0,no,MORTO_vero
922925918,ESI LE DIECI ERBE FLOR 60CPS,2,5,17,1.00,0,si,DOMANDA_VIVA
984702187,LFP TERMOCREMA ARNICA 50ML,2,2,18,0.00,0,si,GIA_POSIZIONATO_top5
972790404,STOMODINE F 30ML,2,8,0,0.00,7.00,si,DOMANDA_VIVA
986971341,GIBAUD ORTHO ROTULGIB 3D GIN3,2,12,3,0.00,0,no,MAGAZZINO_senza_domanda
904656384,VENAID 30CPR,2,99,0,0.00,0,no,MORTO_vero
940144215,NAUSELASE GOCCE 20ML,2,5,8,0.00,0,no,GIA_POSIZIONATO_top5
908019553,AFTIR GEL ANTIPARASSITARIO 40G,2,11,0,0.00,6.00,si,DOMANDA_VIVA
984621298,SWISSE MULTIVITAMINICO D 30CPR,2,2,4,2.00,2.00,si,DOMANDA_VIVA
041536020,NUROFENBABY*10SUPP 60MG,2,8,0,0.00,1.00,si,DOMANDA_VIVA
911002184,SHAKTI CREMA VISO MOLYWIND,2,8,0,0.00,2.00,si,DOMANDA_VIVA
943942452,TANNIDIN PLUS 30CPR MAST,2,7,0,0.00,15.00,si,DOMANDA_VIVA
987361969,LFP SOL LATTE DOPOSOLE 250ML,2,1,4,0.00,0,no,GIA_POSIZIONATO_top5
984098689,REV DEOMED PLUS CREMA 80ML,2,3,0,0.00,0,si,GIA_POSIZIONATO_top5
924217856,ANELLO PLASMABILE STOMIA 2MM,2,5,0,0.00,3.00,si,DOMANDA_VIVA
942224445,SIDERAL ORO 14MG 20BUST,2,13,0,0.00,3.00,si,DOMANDA_VIVA
985723675,PEDIAVIT GOCCE 15ML,2,5,0,0.00,4.00,si,DOMANDA_VIVA
975189301,FLAVIS BREAD MIX 500G,2,14,5,0.00,0,si,MAGAZZINO_domanda90g
947073019,AVEC 30CPR MASTICABILI,2,9,0,0.00,5.00,si,DOMANDA_VIVA
021004179,BISOLVON*SCIR FL 200ML 8MG/5ML,2,1,339,9.00,0,si,DOMANDA_VIVA
984177713,ACUTIL ADULTI 55+ 24CPR,2,3,10,0.00,0,si,GIA_POSIZIONATO_top5
945098325,REUTERAL PET CANE 30CPS,2,7,0,0.00,34.00,si,DOMANDA_VIVA
982145029,AMIOIL CEROTTI 12PZ,2,5,0,0.00,0,si,GIA_POSIZIONATO_top5
983513716,KUKIDENT PLUS BARRI A/CI FR40G,2,4,3,13.00,20.00,si,DOMANDA_VIVA
945140174,EUPH COLORPRO XD 907 BIOND,2,6,4,0.00,4.00,si,DOMANDA_VIVA
925942346,CLINNIX CREMA SMAGLIATURE300ML,2,12,0,0.00,0,si,MORTO_vero
938061177,SAMEFAST UP 20CPR,2,7,6,0.00,2.00,si,DOMANDA_VIVA
925223327,LFP REFLUXCONTROL 24CPR,2,4,24,0.00,0,si,GIA_POSIZIONATO_top5
975427345,GIBAUD CLASSIC CINT POSTOP LE4,2,1,7,0.00,0,si,GIA_POSIZIONATO_top5
987750751,LFP CREMA RIMODELLANTE 230ML,2,2,5,0.00,0,no,GIA_POSIZIONATO_top5
977662030,AVENE CICALFATE+CR RISTRUT40ML,2,14,0,0.00,2.00,si,DOMANDA_VIVA
983746999,APROPOS TUSS SCIR ADULTI 150ML,2,1,12,0.00,0,si,GIA_POSIZIONATO_top5
977667916,PEABROLIN DOL 60CPS,2,3,0,0.00,0,no,GIA_POSIZIONATO_top5
985778467,LFP LATTE RISC VISO OCCHI400ML,2,4,6,0.00,0,si,GIA_POSIZIONATO_top5
921232676,PESCURA HEEL ORIG BYCAST SAB40,2,4,0,0.00,0,no,GIA_POSIZIONATO_top5
975399003,LFP SOL LATTE CORPO 50+ 100ML,2,3,6,0.00,0,si,GIA_POSIZIONATO_top5
932720915,ENVISUN DOPOS REPELLENTE 100ML,2,5,0,0.00,1.00,si,DOMANDA_VIVA
926593601,ESI DIURERBE FORTE ANAN24POCK,2,6,12,0.00,1.00,si,DOMANDA_VIVA
934028743,DERMOVITAMINA MICO PIEDE ATLET,2,3,14,0.00,1.00,si,DOMANDA_VIVA
947065140,ARTIKRILL CRESCITA 90CPR,2,6,0,0.00,7.00,si,DOMANDA_VIVA
029500030,CIBALGINA DUE FAST*12CPR 200MG,2,3,0,0.00,12.00,si,DOMANDA_VIVA
979393321,LFP OLIOSHAMPOO DERMOAFF 200ML,2,3,4,0.00,0,si,GIA_POSIZIONATO_top5
988754800,SCHOLL TALLONIERA GEL LARGE,2,99,0,0.00,0,no,MORTO_vero
908188915,GIBAUD CAVIGL INCROC TAGLIA 6,2,2,1,0.00,0,no,GIA_POSIZIONATO_top5
980436416,AMELAN CREMA 30ML,2,5,0,0.00,0,si,GIA_POSIZIONATO_top5
974770505,FORHANS DENTIF SCUDO NAT 75ML,2,8,0,0.00,0,si,MORTO_vero
900750136,P6 NAUSEA CONTROL BRACCIALE BB,2,6,6,0.00,0,si,MAGAZZINO_domanda90g
970371403,PROCINEX 24STICK 15ML,2,6,0,0.00,8.00,si,DOMANDA_VIVA
980299491,SIG SET DOFF N'DONNER,2,1,0,0.00,1.00,si,DOMANDA_VIVA
909108363,RIBES PET 30PRL,2,10,0,0.00,8.00,si,DOMANDA_VIVA
025561010,SOFARGEN*CREMA 30G 1%,2,10,6,4.00,2.00,si,DOMANDA_VIVA
987269038,MERIDOL COLLUTORIO PAROD 400ML,2,3,3,0.00,7.00,si,DOMANDA_VIVA
974885307,ANNURMETS HDL+ 30CPR,2,99,0,0.00,2.00,si,DOMANDA_VIVA
021528157,"TAMARINE*MARMEL260G 80+3,9MG/G",2,9,3,31.00,6.00,si,DOMANDA_VIVA
949855542,MYCLI SENSAGING MILKY SERUM,2,4,6,0.00,0,no,GIA_POSIZIONATO_top5
951365218,LIPIKAR BAUME AP+MAX 200ML,2,3,4,2.00,0,si,DOMANDA_VIVA
930700644,LONGLIFE SOD 2000 60CPR RIVES,2,11,0,0.00,0,si,MORTO_vero
978269153,DERCOS KERASOL SHAMPOO 250ML,2,2,24,2.00,0,si,DOMANDA_VIVA
986913756,SEBIUM HYDRA CLEANSER 200ML,2,12,0,0.00,3.00,si,DOMANDA_VIVA
900976135,ULTRA TWO MULTIVIT 90TAV,2,99,0,0.00,0,si,MORTO_vero
981979216,GIBAUD ORTHO MALLEOGIB 3D CAV5,2,1,1,0.00,0,no,GIA_POSIZIONATO_top5
943921597,MASSIGEN MULTIGUMMY 60CARAM,2,3,5,4.00,5.00,si,DOMANDA_VIVA
988753214,PEVARYL MICOSI UNGHIA 14ML,2,6,0,0.00,0,si,MORTO_vero
933950255,JOY GOCCE 20ML,2,7,0,0.00,2.00,si,DOMANDA_VIVA
951091913,EUCERIN DC SIERO TRIPLA AZ40ML,2,4,3,0.00,0,si,GIA_POSIZIONATO_top5
989976838,BAKEL NIA TECH CR NORM CASE&RE,2,1,1,0.00,0,si,GIA_POSIZIONATO_top5
982177925,DOLOMIA MU FOND 32 COL IDEA,2,5,5,0.00,0,no,GIA_POSIZIONATO_top5
976396592,OMEGOR TWINEFA 60CPS NEW,2,7,0,0.00,0,no,MORTO_vero
984703773,COLLAFORCE SUPER 10000 450G,2,7,0,0.00,22.00,si,DOMANDA_VIVA
932178371,INTERPROX PLUS NANO ROSA 6PZ,2,1,4,5.00,4.00,si,DOMANDA_VIVA
926194465,SEMI DI LINO MACINATI 200G,2,4,0,0.00,0,si,GIA_POSIZIONATO_top5
977671243,DERMOVITAMINA VERRUCHE 2ML,2,7,10,1.00,1.00,si,DOMANDA_VIVA
976770077,ZEROALL GOCCE 30ML,2,5,0,0.00,0,si,GIA_POSIZIONATO_top5
924587239,MAGNESIO C/VITAMINE B 30CPR,2,14,0,0.00,2.00,si,DOMANDA_VIVA
974640765,LFP NAC 300 COMPLEX 12BUST,2,1,8,0.00,0,no,GIA_POSIZIONATO_top5
926511320,KOMBUCHA 750ML,2,2,0,0.00,17.00,si,DOMANDA_VIVA
904212180,CISTILENE 50OPR,2,18,0,0.00,0,no,MORTO_vero
940083470,BROMELINA PLUS 500 60CPS,2,12,0,0.00,6.00,si,DOMANDA_VIVA
985995543,INSULIPID 60CPR,2,11,0,0.00,3.00,si,DOMANDA_VIVA
971393917,B-VITAL TOTALE 30CPR RIVESTITE,2,9,0,0.00,13.00,si,DOMANDA_VIVA
989408594,DOLOMIA SC HD BALSAMO 200ML,2,1,6,0.00,0,si,GIA_POSIZIONATO_top5
908758067,MAVALA 002 BASE RINFOR UN 10ML,2,2,3,0.00,0,no,GIA_POSIZIONATO_top5
931991309,FLEBOSTAX 30CPR,2,11,0,0.00,0,si,MORTO_vero
944800984,LONGLIFE QUERCETINA 200 60CPR,2,10,0,0.00,2.00,si,DOMANDA_VIVA
975816164,SAUBER ANTITRASP 72ORE CREMA,2,1,7,0.00,0,si,GIA_POSIZIONATO_top5
938124373,CLEBOLIDER CREMA IDRAT 150ML,2,12,0,0.00,1.00,si,DOMANDA_VIVA
982475333,SERENITY PANTS SD SENS EX L 12,2,10,0,0.00,37.00,si,DOMANDA_VIVA
975083484,ACTIVE MEMORY SOLETTA BAMBOO42,2,6,0,0.00,0,no,MORTO_vero
921189243,OXILIFE 30CPS,2,8,0,0.00,0,si,MORTO_vero
975427358,GIBAUD CLASSIC CINT POSTOP LE5,2,1,3,0.00,0,si,GIA_POSIZIONATO_top5
924924830,ARIFER PLUS 30CPS,2,11,0,0.00,7.00,si,DOMANDA_VIVA
937030892,NOVA PROST 30CPS SOFTGEL,2,11,0,0.00,1.00,si,DOMANDA_VIVA
908620646,"SAUGELLA GEL INTIMO PH5,5 30ML",2,8,3,7.00,0,si,DOMANDA_VIVA
973662036,CITILPEA 30BUST,2,6,3,16.00,4.00,si,DOMANDA_VIVA
924268788,ELMEX SENSITIVE PROF COLLUT,2,4,26,8.00,9.00,si,DOMANDA_VIVA
951091925,EUCERIN DC TONICO PURIF 200ML,2,2,3,0.00,0,si,GIA_POSIZIONATO_top5
989270602,MULTIVITAMIX B12 12FL,2,3,22,7.00,27.00,si,DOMANDA_VIVA
970362404,LEGEL CREMA-GEL 150ML,2,5,0,0.00,11.00,si,DOMANDA_VIVA
989415373,SUSTENIUM PLUS 50+ 15FL,2,7,12,8.00,6.00,si,DOMANDA_VIVA
922364068,DERCOS SHAMPO ANTIFORF SENSITI,2,5,13,5.00,3.00,si,DOMANDA_VIVA
046175081,MACROGOL AURO*20BUST 10G,2,2,0,0.00,30.00,si,DOMANDA_VIVA
940431012,VITA B7 50CPS VEGETALI,2,1,0,0.00,7.00,si,DOMANDA_VIVA
983361674,GIBAUD ORTHO MANUGIB TRAU SX 1,2,8,0,0.00,0,no,MORTO_vero
904695234,PROPOL2 EMF SPRAY FORTE 30ML,2,7,0,0.00,1.00,si,DOMANDA_VIVA
912468131,"NUTRITIC LABBRA 4,7ML",2,5,81,0.00,0,si,GIA_POSIZIONATO_top5
800602359,MELISSA SEPIA COM 20G GL WALA,2,99,0,0.00,0,no,MORTO_vero
971636535,CARBITECH 30CPR,2,12,0,0.00,2.00,si,DOMANDA_VIVA
980911770,NERADIN 28CPS,2,8,0,0.00,2.00,si,DOMANDA_VIVA
903964575,ELASTOVEN 30CPR,2,8,0,0.00,7.00,si,DOMANDA_VIVA
984950485,CERAMOL GLOBAL DEF 30CPR,2,2,22,0.00,1.00,si,DOMANDA_VIVA
983374063,PHOTODERM CREME CLAIRE SPF50+,2,5,0,0.00,3.00,si,DOMANDA_VIVA
981389341,DERMON DETERGENTE INTIMO 500ML,2,3,15,2.00,15.00,si,DOMANDA_VIVA
985917943,POLIDENT POWER MAX SUPER 40G,2,7,4,0.00,0,si,MAGAZZINO_domanda90g
984411847,LFP OLIO CORPO 5 OLI 100ML,2,3,13,0.00,0,si,GIA_POSIZIONATO_top5
949990840,BIOKAP LOZIONE ANTIFORFORA NF,2,6,0,0.00,1.00,si,DOMANDA_VIVA
984952679,VITINIX VENE 30CPR,1,7,0,0.00,2.00,si,DOMANDA_VIVA
939065583,FLORIGEN DETERGENTE INTIMO,1,10,0,0.00,1.00,si,DOMANDA_VIVA
944547924,PRINCIPIUM CALCIO K D VEG60CPR,1,6,0,0.00,4.00,si,DOMANDA_VIVA
800112361,CRATAEGUS OXYA 60ML TM,1,99,0,0.00,0,si,MORTO_vero
972533549,REDOX S 30CPS,1,8,0,0.00,3.00,si,DOMANDA_VIVA
983374000,PHOTODERM M SPF50+ DORE' 40ML,1,12,0,0.00,1.00,si,DOMANDA_VIVA
921671412,AUDISPRAY ADULT IGIENE SPR50ML,1,5,5,3.00,2.00,si,DOMANDA_VIVA
900215536,SOURCE OF LIFE 90TAV,1,7,0,0.00,0,si,MORTO_vero
931646350,STONUR 20BUST,1,99,0,0.00,0,si,MORTO_vero
934018298,KILOCAL BRUCIA GRASSI 15CPR,1,12,0,0.00,4.00,si,DOMANDA_VIVA
933644066,DEONAT FRESH STICK UOMO 100G,1,6,0,0.00,1.00,si,DOMANDA_VIVA
903693253,SOS PELLE L'OFFICINALE 25ML,1,8,0,0.00,0,si,MORTO_vero
977449026,COLLUTO3 COLLUTORIO OZONO250ML,1,6,0,0.00,1.00,si,DOMANDA_VIVA
046545012,VICKS FLU GIORNO NOTTE*12+4CPR,1,10,0,0.00,0,si,MORTO_vero
983034315,REFLUZERO 20CPR,1,10,0,4.00,23.00,si,DOMANDA_VIVA
974425516,CANDIDOPHILUS 30CPS,1,10,0,0.00,0,si,MORTO_vero
925599286,LENDINOUT ACT AZIONE PREVENTIV,1,10,0,0.00,0,si,MORTO_vero
925606079,CURASEPT COLLUT ECOBIO 300ML,1,10,0,0.00,5.00,si,DOMANDA_VIVA
971120302,GENZIANA ESTRATTO INTEGR 200ML,1,99,0,0.00,0,si,MORTO_vero
986626024,HYDRALEN SIERO 30ML,1,11,0,0.00,1.00,si,DOMANDA_VIVA
980296279,CANDIDAS T 180PAST,1,3,0,0.00,5.00,si,DOMANDA_VIVA
989606886,ANGSTROM LATTE SOL LE SPF15,1,7,9,0.00,0,si,MAGAZZINO_domanda90g
978588919,EXTRACT NERVUM 50ML,1,6,0,0.00,2.00,si,DOMANDA_VIVA
021004041,BISOLVON*LINCTUS SCIR FL 250ML,1,3,18,0.00,0,si,GIA_POSIZIONATO_top5
986624981,SWISSE FERRO 40GOMMOSE,1,6,0,0.00,0,si,MORTO_vero
979321318,DERMOVITAMINA MICO SMALTO NUDE,1,1,3,0.00,1.00,si,DOMANDA_VIVA
979418389,AVEENO SPRAY DOPO DOCCIA PROMO,1,7,8,0.00,0,si,MAGAZZINO_domanda90g
988153161,AQUAVIS AKTOREPAIR GEL 75ML,1,9,0,0.00,2.00,si,DOMANDA_VIVA
027668019,LATTULOSIO SAND*SCIR 180ML,1,15,17,61.00,2.00,si,DOMANDA_VIVA
944889068,PROGENY PET 60BUST,1,8,0,0.00,0,si,MORTO_vero
906810775,RUSCH 850414/1 RACC 2LT STER1P,1,9,0,0.00,5.00,si,DOMANDA_VIVA
910852692,CLINNIX AKNE CREMA SEBOREG,1,99,0,0.00,2.00,si,DOMANDA_VIVA
028424012,FLEBOSTASIN R*30CPS 50MG RM,1,4,0,0.00,0,si,GIA_POSIZIONATO_top5
971216700,NATUR-GYM 60CPS VEGETALI,1,8,0,0.00,1.00,si,DOMANDA_VIVA
931774119,CLIN 4000 30BUST,1,99,0,0.00,9.00,si,DOMANDA_VIVA
931961484,ANAURETTE SPRAY 30ML,1,99,0,0.00,0,si,MORTO_vero
985917956,POLIDENT POWER MAX SUPER 70G,1,1,10,0.00,1.00,si,DOMANDA_VIVA
951306240,PSIPROTO FERT 30BUST,1,3,0,1.00,1.00,si,DOMANDA_VIVA
905987614,FITOESTRIL 30CPR,1,9,0,0.00,4.00,si,DOMANDA_VIVA
974088852,EKEEP K1 POSTURE KEEPER D BI 4,1,6,4,0.00,0,si,MAGAZZINO_domanda90g
004853026,VALERIANA DISPERT*60CPR 45MG,1,5,8,4.00,3.00,si,DOMANDA_VIVA
984177927,ISOMAR FLACONCINI DECONG20X5ML,1,4,5,0.00,2.00,si,DOMANDA_VIVA
943112639,SIMBIDOL 20BUST,1,9,0,0.00,2.00,si,DOMANDA_VIVA
900095631,BALSAMO TAILANDESE 50ML,1,99,0,0.00,0,si,MORTO_vero
947251738,ENERPLUS RICARICA 15BUST,1,10,0,0.00,2.00,si,DOMANDA_VIVA
982476261,VITAMINA B12 ATTIVATA LIQ100ML,1,4,0,0.00,5.00,si,DOMANDA_VIVA
938911308,FLORABALANCE ACTIVE 30CPS,1,8,0,0.00,2.00,si,DOMANDA_VIVA
987646991,NOTROBEN 500 20STICK PACK OROS,1,7,0,0.00,2.00,si,DOMANDA_VIVA
971325271,PEDIAKD PLUS 5ML,1,6,0,0.00,3.00,si,DOMANDA_VIVA
943912891,JALOREST 30CPR,1,14,0,0.00,9.00,si,DOMANDA_VIVA
984322293,RESTOMYL DENTIFRICIO 50ML,1,10,0,0.00,5.00,si,DOMANDA_VIVA
974024958,SUBRANS 20CPR,1,9,0,0.00,0,si,MORTO_vero
971092236,LIVE VITAMINS 30CPS,1,99,0,0.00,0,si,MORTO_vero
980287041,DEFENCE HAIR SHAMPOO NUTR200ML,1,99,0,0.00,2.00,si,DOMANDA_VIVA
977021258,AMUCHINA GEL X-GERM 250ML,1,99,0,0.00,0,si,MORTO_vero
984499994,STEROL STOP ADVANCE 30CPR,1,9,0,0.00,1.00,si,DOMANDA_VIVA
909469138,"ENGYSTOL N 10Fl.1,1ml",1,11,0,0.00,3.00,si,DOMANDA_VIVA
903987459,VEA DETERGENTE PROT/LENIT 250M,1,99,0,0.00,4.00,si,DOMANDA_VIVA
941790584,CALCIO+MAGNESIO B6+VITD3 60CPS,1,8,0,0.00,1.00,si,DOMANDA_VIVA
945030171,JOHYA OS 15FL,1,12,0,0.00,35.00,si,DOMANDA_VIVA
016222073,CENTELLASE*30CPR 30MG,1,9,22,22.00,20.00,si,DOMANDA_VIVA
985999578,EUMILL ALLERGY GTT OCUL 10FL,1,6,8,6.00,3.00,si,DOMANDA_VIVA
975454430,RASPA PLATINUM,1,99,0,0.00,2.00,si,DOMANDA_VIVA
983364415,MAGNESIO E POTASSIO POLV 360G,1,99,0,0.00,4.00,si,DOMANDA_VIVA
979016312,LFP URODEFENCE 14BUST,1,5,6,0.00,0,si,GIA_POSIZIONATO_top5
937494488,CONVEEN OPTIMA GUAINA 30MM 30P,1,12,0,0.00,24.00,si,DOMANDA_VIVA
925375685,CITOVET 150ML,1,10,0,0.00,2.00,si,DOMANDA_VIVA
905163679,OZIDERM POLVERE 75G,1,12,0,0.00,15.00,si,DOMANDA_VIVA
980784387,GENEDOL 30CPR,1,99,0,0.00,7.00,si,DOMANDA_VIVA
903963635,CROMOVIT CREMA PHARCOS 40ML,1,6,0,0.00,1.00,si,DOMANDA_VIVA
980437115,CONCEIVE PLUS SUP FERT F 60CPS,1,3,0,0.00,4.00,si,DOMANDA_VIVA
931370567,PROPOSTA MONO 30CPS,1,13,0,0.00,1.00,si,DOMANDA_VIVA
927222315,ALO YAL SOLUZIONE OFTALMICA8ML,1,99,0,0.00,0,si,MORTO_vero
945251573,PRINCIPIUM TENSIOLEN 30CPR,1,9,0,0.00,7.00,si,DOMANDA_VIVA
980295442,CALENDULA EXTRACT PLUS 100ML,1,7,0,0.00,0,si,MORTO_vero
800112411,RIBES NIGRUM 60ML TM,1,99,0,0.00,0,si,MORTO_vero
982948693,BONEFORT 120CPS,1,1,0,0.00,9.00,si,DOMANDA_VIVA
945030714,VITICIST MIRTILLO 20CPR RIV,1,2,0,0.00,1.00,si,DOMANDA_VIVA
979375704,FORMULA VENUM 60CPR,1,6,0,0.00,2.00,si,DOMANDA_VIVA
981466485,CEROTTO ANTIMICOSI UREA 24PZ,1,5,0,0.00,1.00,si,DOMANDA_VIVA
981080979,Q10 ACTIVE 100 30CPS,1,6,0,0.00,0,si,MORTO_vero
951381476,CERAVE PROTEZIONE SOL50+ 177ML,1,9,107,0.00,1.00,si,DOMANDA_VIVA
926876766,FLEBOMIX CREMA GEL 100ML,1,8,0,0.00,8.00,si,DOMANDA_VIVA
900759705,TRICONICON PHARCOS 30CPR,1,11,0,0.00,4.00,si,DOMANDA_VIVA
981273257,BUTYROSE FAST 10STICK,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
939062725,TAE X INVERSE VITILIGO SUNCARE,1,99,0,0.00,1.00,si,DOMANDA_VIVA
927585733,CLORETRIX DET INTIMO 500ML,1,6,0,0.00,1.00,si,DOMANDA_VIVA
939029981,NAVIBLEF INTENSIVE CARE 50ML,1,10,0,0.00,0,si,MORTO_vero
927591192,ELMEX FILO INTERDENTALE CERATO,1,99,0,0.00,1.00,si,DOMANDA_VIVA
935197715,NAUSIL FORTE 30ML,1,1,7,1.00,1.00,si,DOMANDA_VIVA
935848489,BIOKAP NUTRICDEL SPRAY RIT CS,1,5,0,0.00,11.00,si,DOMANDA_VIVA
900240235,MELANIDIN PLUS EUPIGMENT 50ML,1,12,0,0.00,5.00,si,DOMANDA_VIVA
901558876,ARGILTUBO 250ML,1,9,0,0.00,2.00,si,DOMANDA_VIVA
981920919,SOLLIEVO FISIOLAX 27CPR,1,9,0,0.00,2.00,si,DOMANDA_VIVA
921034498,ALPECIN ENERGIZER TON DOPOSH,1,99,0,0.00,0,si,MORTO_vero
950265292,VITALMIX PRONTA ENERGIA 20BUST,1,13,0,0.00,5.00,si,DOMANDA_VIVA
987067042,SANAVITA MACROCOL PLUS 20BUST,1,7,0,0.00,14.00,si,DOMANDA_VIVA
981043351,ENERVIT C2 1 ISOCARB 650G,1,6,0,0.00,5.00,si,DOMANDA_VIVA
980504308,STERILVIT POLIVIT GOCCE 5ML,1,99,0,0.00,0,si,MORTO_vero
907152779,GLOBALFE 30CPS MOLLI,1,9,0,0.00,1.00,si,DOMANDA_VIVA
971123841,OLEOLITO DI IPERICO 100ML,1,10,0,0.00,1.00,si,DOMANDA_VIVA
930244797,PESSARIO LATEX FREE DIAM 75MM,1,2,0,0.00,1.00,si,DOMANDA_VIVA
973351947,ZINCOSEB SPRAY 200ML,1,6,0,0.00,0,si,MORTO_vero
975941737,FERTISTILL 20BUST,1,9,0,0.00,3.00,si,DOMANDA_VIVA
982463655,AGEX FLUID PHARCOS 15F 25ML,1,99,0,0.00,14.00,si,DOMANDA_VIVA
987437225,POLASE LIMONE 24BUST PROMO,1,15,22,0.00,8.00,si,DOMANDA_VIVA
905954982,RESTIVOIL SEBO NORM 250ML,1,16,0,0.00,3.00,si,DOMANDA_VIVA
981114073,BIOSCALIN NUTRICOL PL 6 BIO SC,1,8,7,0.00,3.00,si,DOMANDA_VIVA
902068701,EUBOS CREMA NORMALIZZANTE 50ML,1,15,0,0.00,4.00,si,DOMANDA_VIVA
941113300,VENAPLUS 30CPR,1,11,0,0.00,1.00,si,DOMANDA_VIVA
980913216,CERAVE CREMA MANI RIPARAT100ML,1,4,9,0.00,2.00,si,DOMANDA_VIVA
044140010,BETADINE*SOLUZ CUT 125ML 10%,1,99,1,2.00,3.00,si,DOMANDA_VIVA
980783245,NEO PINSELINA DOL 20ML,1,10,0,0.00,0,si,MORTO_vero
921811903,ENNE 3 PLUS 20CPS SOFTGEL,1,8,0,0.00,4.00,si,DOMANDA_VIVA
938283001,MGK VIS POCKET STICK ARA 12BST,1,99,0,0.00,0,si,MORTO_vero
904643158,"IDRO YAL 0,2% SOL OFT 15ML",1,9,0,0.00,8.00,si,DOMANDA_VIVA
982931370,ESI DONNA LIFE CICLO MESTRUALE,1,7,0,0.00,1.00,si,DOMANDA_VIVA
987669773,GIBAUD ORTHO WALKER TUT TIBIA2,1,10,2,0.00,0,si,MAGAZZINO_domanda90g
978575621,OMEGOR KIDS 140ML,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
945138941,FLORYAN 10CPS,1,2,11,0.00,3.00,si,DOMANDA_VIVA
986709107,NATUR-OX 30CPR GASTRORESISTENT,1,6,0,0.00,6.00,si,DOMANDA_VIVA
981448590,TRIDERM DS TRATTAMENTO NORMAL,1,10,0,0.00,0,si,MORTO_vero
981937360,KERACNYL GEL DETERGENTE 400ML,1,5,28,0.00,10.00,si,DOMANDA_VIVA
900411188,MOST CREMA LENITIVA 50ML,1,99,0,0.00,3.00,si,DOMANDA_VIVA
970503114,TIAGIN FAST 10CPS VAGINALI SOF,1,8,0,0.00,3.00,si,DOMANDA_VIVA
930617535,MEN RASAYANA 60CPR,1,9,0,0.00,0,si,MORTO_vero
971715976,NORAD 30CPR 900MG,1,8,0,0.00,6.00,si,DOMANDA_VIVA
905562411,SKINSAN LAVANDA VAG 4FL 140ML,1,99,0,0.00,0,si,MORTO_vero
971260308,CLEARBLUE RILEVAZIONE PRECOCE,1,12,22,5.00,5.00,si,DOMANDA_VIVA
989815752,ESI MULTICOMPLEX VIT OFF24BUST,1,4,17,0.00,0,si,GIA_POSIZIONATO_top5
922354143,AMICO SOLUZIONE UNGUEALE 10ML,1,11,0,0.00,0,si,MORTO_vero
986582221,CUMAVIS 30STICK PACK,1,9,0,0.00,0,si,MORTO_vero
035355015,TANTUM VERDE GENG E STOM*240ML,1,1,26,6.00,6.00,si,DOMANDA_VIVA
970712939,OSTEO GHEOS FUNZIONALE 180CPR,1,8,0,0.00,4.00,si,DOMANDA_VIVA
024552046,ARVENUM*60CPR RIV 500MG,1,12,3,6.00,14.00,si,DOMANDA_VIVA
973923081,PULSOXIMETRO DA DITO OXY-2,1,11,0,0.00,1.00,si,DOMANDA_VIVA
921508432,LFP FIALE RINFORZANTI CAP 10F,1,5,5,0.00,0,si,GIA_POSIZIONATO_top5
989983325,REVIANAL EMULGEL 50ML,1,7,0,0.00,0,si,MORTO_vero
974058341,SENSIQUELL CR DET CANOVA 400ML,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
981389339,DERMON DETERGENTE DOCCIA EXTRA,1,13,6,0.00,1.00,si,DOMANDA_VIVA
925391308,FLEBOMIX 1000MG 30CPR,1,8,0,0.00,6.00,si,DOMANDA_VIVA
975186560,VITA D GOCCE 50ML,1,10,0,0.00,2.00,si,DOMANDA_VIVA
920000864,ROGENOL DAILY SHAMPOO 200ML,1,7,0,0.00,2.00,si,DOMANDA_VIVA
950978864,REUFLOR JUNIOR 10FL,1,7,26,0.00,2.00,si,DOMANDA_VIVA
901539294,DEODORANTE AQUASALVIA 100ML,1,4,0,0.00,0,si,GIA_POSIZIONATO_top5
987383421,PELLISART 30CPR,1,8,0,0.00,0,si,MORTO_vero
987315811,SCREEN TEST CANDIDA SELFTEST1P,1,4,0,0.00,2.00,si,DOMANDA_VIVA
912650227,TRIDERM SAPONE MARS LIQ 500ML,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
939587376,PLURIGIN OVULI VAGINALI 10PZ,1,2,0,0.00,1.00,si,DOMANDA_VIVA
986708194,TRICOMNIA OLIO RISTRUTTURANTE,1,5,0,0.00,19.00,si,DOMANDA_VIVA
971953029,NUTRIFREE FETTE BISC 225G,1,2,0,0.00,0,si,GIA_POSIZIONATO_top5
983660933,SERENAMENTE 30CPS,1,8,0,0.00,7.00,si,DOMANDA_VIVA
949970723,MASSIGEN PRONTA ENERG12BUS+TEL,1,3,8,0.00,1.00,si,DOMANDA_VIVA
987414758,BRUX CLEAN 56CPR EFFERVESCENTI,1,1,11,0.00,0,si,GIA_POSIZIONATO_top5
