minsan;nome;categoria;prezzo;domanda_rete_30g;best_mercato
901713127;MAN SUPPORT 18COT GAMB18 BLU 5;Calzature;18.98;0.00;20.36
901713166;MAN SUPPORT 18COT GAMB 18 NE 5;Calzature;18.98;0.00;19.60
901712923;MAN SUPPORT 18COT GAMB18 ANTR4;Calzature;18.98;0.00;20.88
800590869;ZOTI GOCCE 50ML;;18.98;0.00;15.91
942312998;DECAND 20CPS GASTRORESISTENTI;Fermenti lattici;18.98;0.00;20.32
902508656;NICTOMAP P 60CPR;Calmanti;18.98;0.00;21.19
974961361;PROSTAVIS COMPLEX 30CPS;Apparato uro-genitale;18.97;0.00;18.28
900161302;FUCODIN 60CPS;Tonici psico/fisici;18.97;0.00;20.18
983510165;SHIITAKE 180PAST;Sistema immunitario;18.96;0.00;21.25
904806837;AINSWORTHS RECOV PLUS SPR 21ML;;18.96;0.00;18.98
987845031;IRILENTI LENTI DAILY -1,00;Lenti a contatto;18.96;0.00;15.88
908961143;SAUBER COL 70 MICR MEDIO 5;Abbigliamento;18.95;0.00;19.35
971530326;PEPTIVET SH PRONTO USO 200ML;Veterinaria;18.95;0.00;21.69
988829267;GEMME DI MICOL LP 30ML;;18.94;0.00;18.95
906585599;AMARGO CIRCOLAZIONE 50ML;;18.94;0.00;21.12
800394241;VALERIANA OTI COMPOSTO GTT50ML;;18.93;0.00;17.36
901713091;MAN SUPPORT 18COT GAMB18 BLU 2;Calzature;18.93;0.00;20.79
910446816;BENDA OPTIPLASTE E 8X450CM;Bende e garze;18.93;0.00;16.58
801659867;HOMEOS 6 12TUBI GL;;18.93;0.00;12.41
800106421;PEFRAKEHL D5 10ML GTT SANUM;;18.93;0.00;18.09
900208442;SANODET BABYDET 500ML;Detergenti;18.92;0.00;20.22
911974879;REV FILTRO ALTO CREMA 100ML;Corpo,Corpo;18.92;0.00;19.59
987666765;MEDIPLANT PROLIP 3 VEG 60PRL;Circolazione;18.92;0.00;21.19
981066499;MARVIT LAXENE NATURAL 20BUST;Stipsi e transito intestinale;18.92;0.00;17.88
800406858;POPULUS OTI COMPOSTO GTT 50ML;;18.92;0.00;17.18
975983382;DUALSAN SLIP SOSPENSORIO UOMO6;Articoli contenitivi;18.92;0.00;21.33
901712873;MAN SUPPORT 18COT GAMB18 ANTR2;Calzature;18.92;0.00;21.08
881073605;FEE ANTI-AGE 15ML;Alimentari;18.92;0.00;17.47
908527563;SOSPENSORIO SPORT TIPO 6;Articoli contenitivi;18.92;0.00;22.93
935982708;NEOSTIM FORTE 150ML;Alimentari;18.91;0.00;21.03
989348521;GOLDENHOUR CLEANSER SOFT MOUSS;Detergenti / struccanti;18.90;0.00;21.44
925627883;MIRTILLI ROSSI BIO 500G;;18.90;0.00;21.41
901712935;MAN SUPPORT 18COT GAMB18 ANTR5;Calzature;18.90;0.00;21.12
912940588;ALLERPET DEALLERGIZZANTE 355ML;Veterinaria;18.90;0.00;20.89
904567169;SANOCLIN FOLIFERRO 30CPR;Alimentari;18.90;0.00;20.76
923401463;MODASANA 14 COT AD BLU XL;Calzature;18.89;0.00;21.08
901537225;CREMA CONTORNO OCCHI CAMEL/UVA;Tonici / idratanti;18.89;0.00;16.93
047659646;NUX VOMICA DYN*6LM-30LM;;18.89;0.00;18.90
048645271;ARSENICUM ALBUM DYN*6LM-30LM;;18.89;0.00;18.90
904183187;VENORAL CREMA GAMBE 100ML;Gambe;18.89;0.00;21.00
939632461;AMBRALIQUIDA OLIO VELL CORPO;Anticellulite / smagliature / rassodanti;18.89;0.00;18.73
947134488;DERMOLIVO OLIO DERMAT SPRAY;Idratanti;18.89;0.00;21.31
046796037;ANTI CD 13*030LM PL 20F 2ML;Alimentari;18.89;0.00;19.23
047994621;NATRIUM MURIAT DYN*6LM-30LM;;18.89;0.00;18.90
048282444;CALCIUM CARBON DYN*6LM-30LM;;18.89;0.00;18.90
046866582;GELSEMIUM SEMP DYN*6LM-30LM;;18.89;0.00;18.90
930880176;GENESIS WHITE MASCHERA PEELING;Viso;18.88;0.00;20.00
924305257;FUTURO REGGIBRACCIO ADULTI TU;Articoli contenitivi;18.88;0.00;17.60
800254512;MEDORRHINUM CURE 6LM-30LM;;18.88;0.00;18.90
976014530;PROMAX SMALL BREED 9ML;Mangimi;18.88;0.00;20.55
980487437;GEMME DI MICOL GI 30ML;;18.88;0.00;19.95
950612871;DERMOVITAMINA CICATRICI CER8PZ;Dermatologici,Cerotti;18.88;0.00;15.75
800254551;PHOSPHORUS FLA CURE 6LM-30LM;;18.88;0.00;18.90
989815840;OZILEN SGR 20BUST 15ML;Digestivi;18.87;0.00;22.44
983674728;EXOMEGA CONTROL LATTE EMOL200M;Idratanti;18.87;0.00;19.35
987275106;NATUR UNIQUE IALU OCCHIAIE 5ML;Topici,Antirughe;18.87;0.00;14.31
904426350;VENARIT 20CPS;Circolazione;18.86;0.00;21.01
939805483;EXOCAND 60CPS;Sistema immunitario;18.86;0.00;17.15
902229689;MERISTEMO 30 URO 100ML;Drenanti;18.85;0.00;15.77
990071944;ASTENICUM 14BUST 3G;Tonici psico/fisici;18.85;0.00;21.52
943181507;LABCATAL NUTRITION MN 28F 2ML;Minerali;18.84;0.00;16.96
881116293;NUX VOMICA OTI COMP 20F FIS;;18.83;0.00;19.95
924276405;COLESTEROL-ALT-PLUS COMP PVB24;Circolazione;18.83;0.00;19.47
923786925;SAUBER CALZA U70 COT NE L/XL;Calzature;18.83;0.00;17.39
800589487;EUPHORBIUM OTI COMPOSTO GOCCE;;18.83;0.00;16.37
987845157;IRILENTI LENTI DAILY -4,00;Lenti a contatto;18.82;0.00;18.34
987845233;IRILENTI LENTI DAILY -6,00;Lenti a contatto;18.82;0.00;15.88
987845221;IRILENTI LENTI DAILY -5,75;Lenti a contatto;18.82;0.00;15.65
987845056;IRILENTI LENTI DAILY -1,50;Lenti a contatto;18.82;0.00;15.65
971254824;PACK ANTIETA' CEUTICAL DET+COM;Topici,Antirughe;18.81;0.00;22.13
922403389;SYNTHETIC DRUG TEST 7 1PZ;Test;18.81;0.00;19.67
908294630;CUTIL IDRAT IDRORISTR CR 40ML;Tonici / idratanti;18.81;0.00;20.89
975815960;KLORANE OLIO RIC CUPUACU 150ML;Idratanti;18.81;0.00;21.44
981385103;ELICRISO OE 1ML;Deodoranti / balsamici;18.81;0.00;21.29
981560182;OTOILE GOCCE 15ML;Veterinaria;18.81;0.00;21.33
907288056;RED CORAL LIQUIDO 10ML;Alimentari;18.81;0.00;19.29
800254649;THUYA OCCIDENT CURE 6LM-30LM;;18.80;0.00;18.90
989014244;EFFACLAR DUO +M UNIF DEEP 40ML;Dermatologici,Acne;18.80;0.00;17.72
987845094;IRILENTI LENTI DAILY -2,50;Lenti a contatto;18.80;0.00;17.78
951270103;CALO FAST DONNA 120PAST;Controllo del peso;18.80;0.00;21.14
800589350;DERMOTI COMPOSTO GOCCE 50ML;;18.80;0.00;16.37
903570051;SERENITY PANN SD EXTRA M 30PZ;Pannoloni;18.79;0.00;19.50
974400347;RESCUE OTIPO 30CPS;Alimentari;18.79;0.00;20.08
987417793;CH SET PAPPA SIL 6M+ ROSA;Accessori per l'alimentazione;18.79;0.00;19.90
950404830;KATACIS 30CPS;Metabolismo;18.79;0.00;20.39
988147791;PHYSIOMANCE IODE+ 120CPR;Metabolismo;18.78;0.00;21.17
975459520;XEROSIL DETERGENTE 250ML;Igiene;18.78;0.00;20.70
938958422;PURITHIN 250ML;Drenanti;18.78;0.00;17.06
910359304;VENORAL GEL GAMBE 100ML;Gambe;18.78;0.00;21.00
985971720;SEREBIOTIN 20CPS;Preparati;18.78;0.00;17.95
987845171;IRILENTI LENTI DAILY -4,50;Lenti a contatto;18.78;0.00;15.88
975432749;TAGEMIL 250ML;Circolazione;18.77;0.00;22.79
981397716;ACTIVO3 CR PURIFICANTE INT50ML;Altri prodotti;18.77;0.00;18.90
970430753;MIRAC GEL TRATT TOPICO ACNE;Dermatologici,Acne;18.77;0.00;20.65
948012012;ASPHOMED SKIN CARE 300ML;Detergenti / struccanti;18.77;0.00;20.00
920801242;ALIANT MICO DETERGENTE 200ML;Igiene;18.77;0.00;18.99
950963241;LINFOMAR 30CPS;Circolazione;18.77;0.00;21.37
942059801;RELAXIGEN PET CANE 20CPR;Mangimi;18.77;0.00;19.23
979355423;GEMME DI MICOL T 30ML;Apparato digerente;18.77;0.00;19.49
951677638;PHYSIOMANCE VIT D3&K2 60PRL;Apparato muscolo scheletrico;18.77;0.00;23.04
951158664;ADPROTEIN CIOCCOLATO 15BUST;Preparati;18.77;0.00;20.15
800587988;AEROTI COMPOSTO GOCCE 50ML;;18.77;0.00;16.51
881073819;FEE OLIVO 15ML;Alimentari;18.77;0.00;13.32
901241087;LADIES TRESSES ESS 7,4ML ALSK;;18.77;0.00;19.90
912255965;SERENITY TRAV CLAS 80X180 30PZ;Cateteri e altri accessori;18.77;0.00;20.83
973203615;DIATESI 4 PHYTUM GOCCE 30ML;Tonici psico/fisici;18.76;0.00;20.08
989411044;NHCO AMINOSKIN PURE 42CPR;Sistemici;18.76;0.00;16.76
938658186;EIE IPOFOEMIN 60ML GTT;Alimentari;18.76;0.00;20.89
976399168;EPITACT CARPAL'GO DX TG M;Articoli contenitivi;18.76;0.00;15.86
982134203;AKNET COMFORT COVER FOND 103;Trucco;18.75;0.00;16.97
800225880;METATOX 2 30ML GTT;;18.75;0.00;18.02
983794126;REDUSEB CREMA 50ML;Tonici / idratanti;18.75;0.00;18.73
938352301;FITODRE 9 50ML GOCCE;Drenanti;18.75;0.00;19.55
930877473;KOMBIKIT IMPUGNATURA AMARYLL;Indumenti e accessori pre-post parto;18.75;0.00;17.93
925464101;IMMUN 60CPR;Mangimi;18.75;0.00;18.59
800590438;RAUWOLFIA OTI COMPOSTO GOCCE;;18.75;0.00;16.37
974383491;NOAP PLUS 30CPS;Tonici psico/fisici;18.74;0.00;20.64
908382500;ELISIR DEPURAT AMBROSIANO750ML;Drenanti;18.74;0.00;16.57
909462879;RECKEWEG R1 GOCCE 50ML;;18.74;0.00;17.00
975432764;DENAGIL 500ML;Idratanti;18.73;0.00;21.79
975983406;DUALSAN SLIP SOSPENSORIO UOMO8;Articoli contenitivi;18.73;0.00;20.89
922410752;FITOFLUSS PLUS GEL 100ML;Corpo;18.73;0.00;21.00
978597021;GEMME DI MICOL P PLUS 30ML;;18.73;0.00;19.69
800589222;COLOCYNTHIS OTI COMPOSTO GOCCE;;18.73;0.00;16.37
971253962;SEREVIS 250ML;Corpo;18.73;0.00;21.21
987845106;IRILENTI LENTI DAILY -2,75;Lenti a contatto;18.73;0.00;15.88
907083570;PHYTOP 4 CREMA 50ML;;18.73;0.00;20.85
938355664;FITOSIN 33 50ML GOCCE;;18.73;0.00;15.19
989264395;ACTIMOVE LEUKOT K 5CMX5M BLU;Apparato muscolo scheletrico,Accessori;18.72;0.00;18.98
901155628;LADYGLORIA 12 COL 70 DAINO 3;Calzature;18.72;0.00;19.05
935205498;ACIDO IALURONICO LOZ ADD VISO;Topici,Antirughe;18.72;0.00;16.09
987653577;BIELSA EMULSIONE DETERGENTE;Igiene;18.72;0.00;22.09
951604913;DERMOVITAMINA CALM SENSIGEL 1L;Igiene;18.72;0.00;15.75
975426812;LUCE&VOLUME SPRAY BIFASICO MIL;Trattamenti;18.72;0.00;18.73
984865600;PREGYVIT 30CPS;Preparati;18.72;0.00;20.77
927118455;AVOIL 400ML;Detergenti / struccanti;18.72;0.00;20.80
979096031;RI-PIN 80G ASTRUM;;18.71;0.00;19.19
800588067;ANACARDIUM OTI COMPOSTO GOCCE;;18.71;0.00;16.37
906171741;DEPUR H 60CPS;Drenanti;18.70;0.00;21.98
904907894;DESMODIUM 60CPS;Naso,Fegato;18.70;0.00;20.80
930213119;SANODET LATTICOPLUS 45CPS;Fermenti lattici;18.69;0.00;20.76
970526784;ADIPECAL 45+ 30CPR;Controllo del peso;18.69;0.00;18.59
901062859;LADYGLORIA 12 AREG 70 NE 3;Calzature;18.68;0.00;20.55
989666122;SOLETTA ACTIVE SP S 39-41;Calzature;18.68;0.00;20.85
930213121;SANODET FOLIFERRO 30CPR;Alimentari;18.67;0.00;20.76
950212403;SALUS NATURA REDUX AGE RAD SER;Topici,Antirughe;18.67;0.00;19.11
881448157;FEE LIBIDO M 15ML;Alimentari;18.66;0.00;18.03
987845207;IRILENTI LENTI DAILY -5,25;Lenti a contatto;18.66;0.00;15.88
881099802;FEE CUORE 15ML;Alimentari;18.66;0.00;18.67
986905216;SAUBER U QSKIN70 SPIGA NE S/M;Calzature;18.66;0.00;18.13
926621499;ACTEA DERMO 50ML;Veterinaria;18.65;0.00;17.05
904934128;SKINSAN LATTICOPLUS 45CPS;Fermenti lattici;18.65;0.00;20.68
921809873;EPATOCOR 20CPS;Fegato;18.65;0.00;19.25
902234994;CER OMNIFIX ELASTIC 10X1000CM;Cerotti;18.65;0.00;12.85
978474409;ESCINAPET CREMA 75ML;Antiparassitari/Disinfettanti;18.65;0.00;18.81
949866089;ARMIGAS 30CPR;Meteorismo;18.64;0.00;20.00
927456184;DIMAVIT IMMUNO 20CPS;Associazioni minerali-vitamine;18.64;0.00;20.16
970175550;GHEOS PAUSA 60CPR;Alimentari,Menopausa;18.63;0.00;21.01
951133851;XANDA 30CPS;Calmanti;18.63;0.00;20.54
981491828;FOR FARMA OLEOLATTE DET 200ML;Detergenti;18.63;0.00;20.69
901062758;LADYGLORIA 12 AREG 70 SAHARA 3;Calzature;18.62;0.00;19.98
102330038;PRALEN*SOSP GTT 12G;;18.62;0.00;19.06
909454656;LADYGLORIA 12 COL 70 SAHARA 4;Calzature;18.62;0.00;19.98
901062861;LADYGLORIA 12 AREG 70 NE 4;Abbigliamento;18.62;0.00;20.19
924932320;CAIRAGEM FLOGOS BIO GOCCE 30ML;Alimentari;18.62;0.00;21.25
904690765;GLICOSTATIN 40CPR;Diabete;18.62;0.00;19.99
912940018;IMBRULIA COL PRU 4/L;Abbigliamento;18.61;0.00;19.58
950913638;VINOPURE TONICO PURIFICANTE;Detergenti / struccanti;18.61;0.00;18.82
922287444;BIO BALM BALSAMO CANI 50ML;Veterinaria;18.60;0.00;21.00
922948803;OLIO CANAPA 500ML;Alimentari;18.60;0.00;22.22
989373194;EMAGRIN 120CPS;Drenanti;18.60;0.00;21.53
974386219;VIRIDIAN BROMELINA 2000 30CPS;Antiacidi;18.60;0.00;20.93
909493355;GLORIAS CAVIGL SINT BEI XL 1PZ;Articoli contenitivi;18.60;0.00;20.78
974019299;AROMATOIL EUCALIPTO 50OPR;Raffreddore;18.60;0.00;21.40
913666006;MENOPAVIN OLOSVITA 50ML;Menopausa;18.60;0.00;18.80
973328317;AROMATOIL PINO SILVESTRE 50OPR;Naso;18.60;0.00;21.40
926491616;ATOP 7 SHAMPOO 200ML;Veterinaria;18.59;0.00;18.99
046494124;ACIDUM NITRICUM*030LM PL 20F;;18.59;0.00;17.64
046146015;CURASYN 28*30CPS 500MG;;18.59;0.00;17.69
912323627;REVAMIL GEL 18G;Disinfettanti e medicazioni;18.59;0.00;20.80
947103976;MIORILAXIM NOTTE 30CPR;Calmanti;18.59;0.00;21.09
987845082;IRILENTI LENTI DAILY -2,25;Lenti a contatto;18.59;0.00;15.88
046147017;CURASYN 22*30CPS 500MG;;18.58;0.00;17.46
941516650;FEMINABIANE INTIMA 20CPS;Fermenti lattici;18.58;0.00;21.52
988101034;VALUR EMULSIONE DET 200ML;Detergenti / struccanti;18.58;0.00;22.40
984370445;SIVAGOR 18BUST;Apparato muscolo scheletrico;18.58;0.00;21.05
947426084;IARINEB SOLUZIONE 100ML;Naso;18.58;0.00;20.50
983173384;SERENITY PANN MUT SD SUP S 30P;Pannoloni;18.58;0.00;20.17
939126254;BIOMICOR 75CPS;Alimentari;18.57;0.00;17.23
990154179;HAIRVITA PLUS 60CPS PHARMALMA;Sistemici;18.57;0.00;20.48
921132193;OLIO SESAMO 1000ML;Idratanti;18.57;0.00;16.85
913213789;DETSKIN AKNE CREMA SEBOREG;Viso;18.57;0.00;21.44
912259569;BABYLON COL FANT MOKA 4;Abbigliamento;18.56;0.00;19.58
902809449;EKINFLU T ECOSOL 60CPR;Sistema immunitario;18.56;0.00;17.50
904714817;BUONA DIFESA SCIROPPO 150ML;Sistema immunitario;18.56;0.00;20.64
983364441;MAGNESIUM COMPOSITUM POLV 100G;Minerali;18.56;0.00;21.19
901859316;BIOSEME SEMI POMPELMO GTT 50ML;Naso;18.55;0.00;17.76
931570547;MICROSTOP 30CPS SENIOR;Fermenti lattici;18.55;0.00;20.07
974100861;SURIO 100ML;Mangimi;18.55;0.00;20.55
800106217;MUCOKEHL D5 10ML GTT SANUM;;18.55;0.00;18.09
935662508;UNNA'S DETERGENTE 400ML;Igiene;18.55;0.00;21.00
800106460;QUENTAKEHL D5 10ML GTT SANUM;;18.55;0.00;18.09
906588456;SIBIOS 04 GTT 50ML;Alimentari;18.55;0.00;21.41
881073934;FEE SOS 15ML;Alimentari;18.54;0.00;15.86
977610551;CHITOGYM 60CPS;Controllo del peso;18.54;0.00;20.50
881448171;FEE PULMO 15ML;Alimentari;18.53;0.00;17.62
905030336;LATTE DETERGENTE VATA PITTA;Detergenti / struccanti;18.53;0.00;21.53
971306042;SPASVIS ANALCOLICO 200ML;Alimentari;18.53;0.00;21.17
901397669;CAPELVENERE COMP ECOSOL GOCCE;Tosse,Naso;18.53;0.00;17.81
921877890;SIBIOS PERPEL 50ML;;18.53;0.00;20.99
987839103;DIXY OIL 500ML;Idratanti;18.53;0.00;20.02
901155832;LADYGLORIA 12 COL 70 DAINO 4;Calzature;18.51;0.00;19.05
941182103;OLIO DECA 50ML;Tonici / idratanti;18.51;0.00;20.72
931569053;NATURA+ PLAC FLESS IDROC 38 5;Stomia;18.51;0.00;19.13
980086793;DENAGLIP 30CPR;Metabolismo;18.51;0.00;20.56
907296204;LADYGLORIA 12 AREG 70 DAINO 4;Calzature;18.51;0.00;19.05
950239677;VIVOMIXX 460 NEO 9 10BUST;Fermenti lattici;18.50;0.00;21.74
980924803;PHYSIOMANNA IMMUNO DEF 20BUST;Sistema immunitario;18.50;0.00;20.89
952050920;LOTHAR DIFESE 150ML;Sistema immunitario;18.50;0.00;20.43
906093455;HAPPETY PIU 200 7FL 200MG;Alimentari;18.50;0.00;21.04
924974239;GLUTATIONE PLUS 30CPS;Sistemici;18.50;0.00;20.81
987845043;IRILENTI LENTI DAILY -1,25;Lenti a contatto;18.50;0.00;17.81
986127254;DRENAPESO HOT 600ML;Controllo del peso;18.49;0.00;18.31
909491957;LADYGLORIA 12 COL 70 NE 1;Calzature;18.49;0.00;19.84
900919554;COLLARE CERVICALE REG M;Articoli contenitivi;18.49;0.00;18.26
930640444;EPAPSOR POMATA 150ML;Corpo;18.49;0.00;21.21
952068880;OXIMIX GOLA 10FL;Sistema immunitario;18.48;0.00;19.27
984860357;DR HAUSCHKA BALSAMO DET 75ML;Balsami;18.48;0.00;18.49
984907562;INTEGRAL B 100CPS;Calmanti;18.48;0.00;16.45
980640559;DR HAUSCHKA OLIO CAPELLI 75ML;Trattamenti;18.48;0.00;17.12
046788079;ANTI CD 14*30CH SPRAY 50ML;;18.48;0.00;17.47
904864143;CLINNER LATTICOPLUS 45CPS;Fermenti lattici;18.47;0.00;19.83
981036357;CATALITIC IODIO I 250ML;Deodoranti / balsamici;18.47;0.00;15.23
901649133;SPIRULINA 60TAV;Sistema immunitario;18.47;0.00;19.36
933158560;ALTADOSE OMNIA CREMA GEL MULTI;Idratanti;18.47;0.00;20.00
950301073;HUMANFLOR 10FL;Fermenti lattici;18.46;0.00;20.82
921200147;SILIMAP CAPSULE 30CPS;Fegato;18.46;0.00;20.75
984788909;SAUBER U QSK140 GES BRD NEL/XL;Calzature;18.46;0.00;21.30
800589513;GELSEMIUM OTI COMP GOCCE 50ML;;18.46;0.00;16.37
908439488;FLEXA CAVIGL OCRA M 1PZ;Articoli contenitivi;18.46;0.00;20.50
940070131;ERGYCARE 60CPS;Sistemici;18.45;0.00;20.51
931095994;HYDRATEE CR BIOATTIVA CONT OCC;Tonici / idratanti;18.45;0.00;19.34
976296552;KILOMENO DRENA FORTE 500ML;Drenanti;18.45;0.00;17.21
975432752;GENAFLOG 250ML;Idratanti;18.45;0.00;21.00
923400194;MODASANA 70 AGH NERO 4;Calzature;18.44;0.00;19.99
907297838;MAN SUPPORT 15COT GAMB15 BLU 1;Calzature;18.44;0.00;18.45
951882568;PHYSIOMANCE MAGNESIUM BIS90CPS;Calmanti;18.43;0.00;21.93
924276470;DERMA-ALT-PLUS COMPOSTO PVB 35;Drenanti;18.43;0.00;19.38
983517968;HYPERDRINK 2KCAL CAFFE'4X200ML;Metabolismo;18.43;0.00;19.36
901155592;LADYGLORIA 12 COL 70 DAINO 2;Calzature;18.43;0.00;19.98
903364596;GO SPRINT LINDA'S GOCCE 50ML;Preparati;18.43;0.00;21.00
938797014;RIEDULAX POLV DEGLUT 20BUST;Stipsi e transito intestinale;18.42;0.00;20.48
950069916;RILASTIL DIFESA TRATT A/ROSSOR;Tonici / idratanti;18.42;0.00;19.17
975453085;SOLETTE ACTIVE WORK S 39-41;Calzature;18.42;0.00;20.04
943018895;TAE X UV PSO 100ML;Corpo,Corpo;18.42;0.00;19.30
903197287;JOBST US 15-20MMHG COL GES BE4;Calzature;18.42;0.00;20.23
902179910;NEPHROLID 60CPS;Tonici psico/fisici;18.42;0.00;20.19
904567157;DETSKIN FOLIFERRO 30CPR;Alimentari;18.41;0.00;20.59
986905002;SAUBER JOLIE FI DRY 70 NE L/XL;Calzature;18.41;0.00;15.95
907343065;PMR 5 SPRAY 50ML;;18.41;0.00;21.00
907343038;PMR 3 SPRAY 50ML;Alimentari;18.40;0.00;21.00
903197390;JOBST OP 15-20 AT REGUL NAT 5;Abbigliamento;18.40;0.00;19.67
987057371;PHYTO NUTRITION MASCHERA U/NUT;Trattamenti;18.40;0.00;18.14
902583196;NO MIND GOCCE 30ML;;18.40;0.00;19.80
905293193;RESPIMEL 50ML SOL IAL;Naso;18.39;0.00;19.50
935162661;BODYSUN LATTE SOL SPF50+ 200ML;Corpo,Corpo;18.39;0.00;18.50
800283879;CURASYN 38 30CPS 0,5G;;18.38;0.00;17.37
901308940;SIST 2S 15SACCH CH 100MM 15PZ;Stomia;18.38;0.00;21.37
906588482;SIBIOS 06 GTT 50ML;;18.38;0.00;21.19
904793193;PHYTODRAIN 60CPS;Apparato digerente;18.38;0.00;20.04
980418901;GLUTAMMINA SPORT 180PAST;Preparati;18.37;0.00;20.96
987845219;IRILENTI LENTI DAILY -5,50;Lenti a contatto;18.37;0.00;16.39
931989457;IMMUNOTON 10FL;Sistema immunitario;18.37;0.00;21.09
975972631;WINTER ALOE VERA SUCCO/POLPA1L;Fegato;18.36;0.00;18.33
931669586;GELELP CREMAGEL 100ML;Corpo;18.36;0.00;21.44
976261192;COLLAGENART 100CPR;Sistemici;18.36;0.00;14.19
980857991;FEMAR FLOG CREMA 30ML;Apparato muscolo scheletrico;18.36;0.00;20.15
974637439;MOM ZERO SHAMPOO PREVENT 200ML;Preparati,Shampoo;18.36;0.00;19.80
931130405;ELICRISO TM GOCCE 100ML;;18.36;0.00;16.83
901221388;MACROZAMIA ESS 15ML AUST;;18.36;0.00;19.59
800588182;ARNICA OTI COMPOSTO GOCCE 50ML;;18.35;0.00;16.37
981240068;HAMAMELIS VIR TM GOCCE 100ML;;18.35;0.00;16.85
800590388;PSORINUM OTI COMPOSTO GTT 50ML;;18.35;0.00;16.37
988774511;SUPRADOL 40CPR;Apparato muscolo scheletrico;18.35;0.00;21.01
974641868;NATTO NFCP 30CPR;Sistemici;18.34;0.00;15.67
902697527;VANITY 70 COL VB GLA 1 S;Calzature;18.34;0.00;19.58
987301177;SETIPET CLEAN 150ML;Veterinaria;18.34;0.00;17.18
901859227;MEGA ACIDOPHILUS 75CPS MIRABIL;Fermenti lattici;18.34;0.00;17.27
907296216;LADYGLORIA 12 AREG 70 DAINO 5;Calzature;18.34;0.00;19.98
980802019;ARGININA PURA POLV SOLUB 100G;Metabolismo;18.34;0.00;21.04
909491969;LADYGLORIA 12 COL 70 NE 2;Abbigliamento;18.33;0.00;18.78
048321018;CURASYN 29*30CPS 500MG;;18.33;0.00;17.37
906097961;TIRALATTE SET RIC ELETTR;Indumenti e accessori pre-post parto;18.33;0.00;20.27
977629486;TH SUPPORT 60CPS;Sistema immunitario;18.33;0.00;20.93
986783241;PIOVEN PLUS 20CPR;Alimentari,Circolazione;18.32;0.00;22.44
984794483;REAL ENERGY P 60CPS REALE 1870;Tonici psico/fisici;18.32;0.00;21.52
923134706;CLIALEG COLLANT 140D VISONE4;Calzature;18.32;0.00;18.90
982845063;ADEGUA ACTIVE ARNICA91% FORTE;Apparato muscolo scheletrico;18.31;0.00;18.59
923395533;KIDS SUNGLASSES SMALL BLU;Giochi;18.31;0.00;21.70
923131039;KETORAM 100CPR;Apparato muscolo scheletrico;18.31;0.00;19.78
988032304;GOOVI CREMA VISO PELLI MISTE;Idratanti;18.31;0.00;18.19
800484343;K2 M DIA 30ML GTT;;18.31;0.00;19.05
926537008;LEVIDERM 10 100ML;Corpo;18.30;0.00;20.00
974883047;CLIAORTHO GINOCCHIERA COT BE M;Articoli contenitivi;18.30;0.00;16.28
975946284;SENSIBIO GEL MOUSSANT 500ML;Detergenti / struccanti;18.30;0.00;15.80
935959801;OSSITOAGE LOW 30CPR;Apparato muscolo scheletrico;18.29;0.00;20.10
981622626;OPTIMAX DRENANTE DEPURAT 500ML;Drenanti;18.29;0.00;11.47
800589754;LEPTANDRA OTI COMP GOCCE 50ML;;18.29;0.00;16.37
945249276;PROCINET 150ML;Antiacidi;18.29;0.00;18.83
974425807;MULTIDOPHILUS 50CPS;Fermenti lattici;18.28;0.00;13.44
923787093;SAUBER CALZA U70 QSK BLU S/M;Calzature;18.28;0.00;16.45
970448700;BETBERRY 80 10BUST;Apparato uro-genitale;18.28;0.00;19.50
048073011;CURASYN 2*30CPS 500MG;;18.28;0.00;20.15
974883009;CLIAORTHO CAVIGLIERA CALZ BEI3;Articoli contenitivi;18.28;0.00;16.28
933442473;RINOSTIL PLUS SPRAY NASALE14ML;Naso;18.28;0.00;19.27
927462907;GALATEA GOCCE 50ML;Alimentari;18.28;0.00;20.88
907296192;LADYGLORIA 12 AREG 70 DAINO 3;Calzature;18.27;0.00;19.05
974111597;TRICHOLOGY LAB LOZ 20F ANTICAD;Trattamenti;18.26;0.00;17.51
944910254;IMOPRO DONNA 30CPS;Apparato uro-genitale;18.26;0.00;16.32
920066040;TE VERDE CINA 650G;Alimentari;18.26;0.00;20.14
951300514;ASABIONIC CREMA 50ML;Tonici / idratanti;18.26;0.00;20.15
925369302;THROMBOSIS 18 ISP TC M REGULAR;Abbigliamento;18.25;0.00;20.55
984563256;ACN EXFOSOLUTION 60ML;Detergenti / struccanti;18.25;0.00;20.50
927285294;CARVIN 60CPS;Apparato digerente;18.25;0.00;19.72
980805016;EPA 1000 OMEGA 3 60PRL;Circolazione;18.25;0.00;20.58
926877642;VITAPROST FORTE 45CPS;Apparato uro-genitale;18.25;0.00;19.86
942831367;BCOL 30CPR;Circolazione;18.24;0.00;19.19
800590541;SOLIDAGO OTI COMPOSTO GTT 50ML;;18.24;0.00;16.34
800283956;CURASYN 46 30CPS 0,5G;;18.24;0.00;17.37
944278757;PHYTOMUNIL DIFESA 20CPR;Sistema immunitario;18.23;0.00;20.52
980787509;TSERUFIM 31 GTT 30ML;;18.23;0.00;19.68
975173461;ATTIVAFLOR PLATINUM 20CPS;Fermenti lattici;18.23;0.00;15.63
900244880;SEPTOGIN SPRAY 75ML;Altri prodotti;18.22;0.00;19.90
