tenant,sku,nome,click7,spesa7,pos,stock,vend_rete_15g,carrello90,azione
Farmacia Mandanici,978115804,LAEVOLAC FIBRE 100CPR,15,4.94,99,3,0,0,VALUTA_taglio
Farmacia Mandanici,927140689,ELMEX PROTEZIONE CARIE PROFESS,10,3.29,99,7,5.00,36,SPINGI_vende_rete15g
Farmacia Mandanici,922925767,OTOSAN GOCCE AURIC BIO 10ML,9,2.96,99,2,0,0,VALUTA_taglio
Farmacia Mandanici,940049974,PROCTOLYN NATURA CREMA 30ML,7,2.31,99,7,6.00,11,SPINGI_vende_rete15g
Farmacia Mandanici,951384003,POLASE SUPERMAG3 18STICK 2G,7,2.31,99,5,9.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,989367204,VITAMINDERMINA POLVERE MENT VF,7,2.31,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,989303615,ORALB FILO PROEXP PUL PROF 50M,4,1.32,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,900582495,"SIRINGA BD Insulina 0,3ml Demi 30g",4,1.32,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,988927366,VITAMINDERMINA POLVERE SPRAY,4,1.32,99,1,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,904734643,RINOWASH KIT AZZ CAMPANA UNIV,4,1.32,99,3,3.00,19,SPINGI_vende_rete15g
Farmacia Mandanici,950837195,KIJIMEA K53 ADVANCE 10CPS,4,1.32,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,951035753,MAVOSTEN MAGNESIO 120CPS,3,0.99,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,989633831,ANTHELIOS FLUIDO UVAIR SPF50+,3,0.99,99,5,0,0,VALUTA_taglio
Farmacia Mandanici,948172388,LONGLIFE NICOTINAMIDE RIB30CPS,3,0.99,99,0,2.00,80,SPINGI_vende_rete15g
Farmacia Mandanici,950612301,CORTISOL STOP 60CPS,3,0.99,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,926575465,POLICALM CREMA 400ML,3,0.99,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,972071068,LIPIKAR LATTE 400ML,3,0.99,99,3,0,0,VALUTA_taglio
Farmacia Mandanici,987025665,PIC EASY WASH PERA CAN 224ML,3,0.99,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,980254508,FITOSTIMOLINE PLUS GARZA 10X10,3,0.99,99,10,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987838810,STEPPER DIG ORTOP POSTOP AV S,3,0.99,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,032148037,"DACRIOGEL*GEL TUBO 10G 0,3%",3,0.99,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,926022904,IAP PHARMA 23 DONNA 150ML,3,0.99,99,1,0,2,CARRELLO
Farmacia Mandanici,978255242,EMOFLON POMATA RETTALE 25G,3,0.99,99,12,2.00,12,SPINGI_vende_rete15g
Farmacia Mandanici,909089031,ACQUA SIRMIONE MIN NAT 6F 15ML,3,0.99,99,34,7.00,22,SPINGI_vende_rete15g
Farmacia Mandanici,983768591,VERALAB VERAPUMP SIERO CIGLIA,3,0.99,99,1,0,23,CARRELLO
Farmacia Mandanici,931988380,CER MEDS FPORE 6X9CM 5PZ,3,0.99,99,50,0,0,VALUTA_taglio
Farmacia Mandanici,949862407,NEDEMAX 60CPR,2,0.66,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,980126623,HYDROXIRAM 30BUST,2,0.66,99,0,7.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,947423707,LONGLIFE BERBERIN+ 60TAV RIVES,2,0.66,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,940562895,DERMAFRESH 96H ODOR CONTR150ML,2,0.66,99,3,0,0,VALUTA_taglio
Farmacia Mandanici,944282324,SAUGELLA INTIMO&CORPO 500ML,2,0.66,99,8,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,921773836,SOFARGEN SPRAY MEDIC POLV125ML,2,0.66,99,20,3.00,19,SPINGI_vende_rete15g
Farmacia Mandanici,933953578,CORTIPET 50ML,2,0.66,99,1,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,934296753,HAUSCHKA CURA BELLEZ NOTTE 50F<,2,0.66,99,0,0,16,CARRELLO
Farmacia Mandanici,977676117,BRUDYMACULA 60CPS,2,0.66,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,974380394,REV DERMOGEL 250ML,2,0.66,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,947244618,CAROBIN PET FORTE 30CPR,2,0.66,99,0,4.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,940742911,DERMOVITAMINA RAGADI NA/LA VAS,2,0.66,99,2,0,0,VALUTA_taglio
Farmacia Mandanici,988771489,MICRONIL DOL 60CPR,2,0.66,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,975896440,GIBAUD ORTHO DORSOLOMBOGIB 4,2,0.66,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,934758665,EOSKIN 30ML,2,0.66,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,975454986,CONNETTIVINASILVER PLUS SPRAY,2,0.66,99,2,4.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,949897882,PRONTEX BRACCIALE COMFORT,2,0.66,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,985823780,IALUSET SUN SCOTTATURE/IRR SOL,2,0.66,99,4,0,0,VALUTA_taglio
Farmacia Mandanici,985520838,VITGASE FORTE 18BUST,2,0.66,99,0,24.00,14,SPINGI_vende_rete15g
Farmacia Mandanici,924451913,MELATONINA ACT +VAL+FT5C 60CPR,2,0.66,99,21,9.00,12,SPINGI_vende_rete15g
Farmacia Mandanici,934851421,OVARIC HP 30BUST,2,0.66,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,984781272,OTOSCUDO PELLICOLA AURICOLARE,2,0.66,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,908030505,ALCOOL ETILICO Puro 96% 100ml Alco,2,0.66,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,984733562,MONURELLE PLUS AF 15CPS,2,0.66,99,9,2.00,29,SPINGI_vende_rete15g
Farmacia Mandanici,952119980,ORALB REFILL STITCH 3PZ,2,0.66,99,2,0,0,VALUTA_taglio
Farmacia Mandanici,028523013,METRONIDAZOLO SAME*GEL 30G 1%,2,0.66,99,2,2.00,9,SPINGI_vende_rete15g
Farmacia Mandanici,984146047,POLASE HYDRATION LAMPONE12BUST,2,0.66,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,990312961,MULTICENTRUM U50+ 30CPR PROM26,2,0.66,99,2,0,0,VALUTA_taglio
Farmacia Mandanici,941079042,ARTIKRILL DOL CANE 60PRL,2,0.66,99,0,15.00,9,SPINGI_vende_rete15g
Farmacia Mandanici,926828409,ADAPTIL CALM COLLARE S,2,0.66,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,909164461,SCHOLL CER CALLIF CALLI DU 8PZ,2,0.66,99,0,0,0,CARRELLO
Farmacia Mandanici,983801667,ZYMEREX GONFIORE FLUID AN15BUS,2,0.66,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,921232664,PESCURA HEEL ORIG BYCAST SAB39,2,0.66,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,951094426,MOVIGO 20BUST,2,0.66,99,11,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,938810963,GINEPRO NERO PROFUMO 50ML,2,0.66,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,989820105,DENTALPRO REMINERAL SMALT30CPR,2,0.66,99,1,0,4,CARRELLO
Farmacia Mandanici,908043250,AMUCHINA 100% 500ML,2,0.66,99,4,1.00,12,SPINGI_vende_rete15g
Farmacia Mandanici,989404684,LIPIKAR GEL UREA 30%,2,0.66,99,2,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,040932079,SOLMUCOL MUCOLITICO*30CPR600MG,2,0.66,99,5,0,14,CARRELLO
Farmacia Mandanici,982596328,ZYMEREX GONFIORE PLUS 20CPR,2,0.66,99,10,11.00,13,SPINGI_vende_rete15g
Farmacia Mandanici,906496928,PROXEED NF 20BUST,2,0.66,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,940089802,PRODIV 20BUST,1,0.33,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,972264636,BLEFASTOP GARZA COT PIE RX 28P,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,972730612,BOSKIN CREMA 500ML,1,0.33,99,0,6.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,973293071,DEFENCE BODY REDUCELL SNE200ML,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,944763212,TALCO MENTOLATO ZETA 100G,1,0.33,99,18,0,0,VALUTA_taglio
Farmacia Mandanici,973953944,PROSTAMOL 60CPS MOLLI,1,0.33,99,6,4.00,18,SPINGI_vende_rete15g
Farmacia Mandanici,941079055,ARTIKRILL DOL CANE 200PRL,1,0.33,99,0,110.00,10,SPINGI_vende_rete15g
Farmacia Mandanici,974015214,AMIDO RISO BAGNO 150G,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,974058341,SENSIQUELL CR DET CANOVA 400ML,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,944768466,MINERALDEP 20BUST,1,0.33,99,0,4.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,974388516,BRAVA CEROTTO IDROCOL XL 20PZ,1,0.33,99,0,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,974887743,NUTRIVA VEGAN B12 60CPR 1000MC,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,940085970,LONGLIFE L-GLYCINE500MG 100CPS,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,908485701,GL1 M&D SALBE CREMA 50ML,1,0.33,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,908648708,DELTACRIN SHAMPOO PHARCOS 250M,1,0.33,99,0,4.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,908869694,BENDA PIC AURIC DRESSF CM2X5M,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,908924626,KLISTER ENTEROCLISMA VIAGGIO,1,0.33,99,1,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,908929084,P6 NAUSEA CONTROL BRACCIALE AD,1,0.33,99,6,0,3,CARRELLO
Farmacia Mandanici,909036699,NOCAVITY KIT OTTURAZIONI,1,0.33,99,9,0,0,VALUTA_taglio
Farmacia Mandanici,909390104,SEBAMED DET LIQ 1000ML,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,909475358,HOMEOPLASMINE POM 40G,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,910819186,SERENA OVULI 10OV 20G,1,0.33,99,1,10.00,18,SPINGI_vende_rete15g
Farmacia Mandanici,920368723,ONETOUCH VERIO GLICEMIA 25STR,1,0.33,99,2,7.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,920368735,ONETOUCH VERIO GLICEMIA 50STR,1,0.33,99,0,5.00,10,SPINGI_vende_rete15g
Farmacia Mandanici,920368747,ONETOUCH VERIO CONTROL SOL 2PZ,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,921197669,ALGENIL CREMA MASSAGGI 50ML,1,0.33,99,8,0,0,VALUTA_taglio
Farmacia Mandanici,921232447,PESCURA FLAT ORIG BYCAST SAB42,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,921232649,PESCURA HEEL ORIG BYCAST SAB37,1,0.33,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,921671412,AUDISPRAY ADULT IGIENE SPR50ML,1,0.33,99,4,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,952126112,PRINCIPIUM SUN BEAUTY 60CPR,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,970488829,KIJIMEA COLON IRRITABILE 28CPS,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,921732867,ISOMAR NASO SPRAY DECONGES50ML,1,0.33,99,2,0,10,CARRELLO
Farmacia Mandanici,922859943,"AQUACEL FOAM ADH 12,5X12,5 10P",1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,924546221,CARPINO BI 500ML ANALCO GEM10+,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,924924830,ARIFER PLUS 30CPS,1,0.33,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,925870180,TENA LADY SUPER 15PZ,1,0.33,99,3,0,0,VALUTA_taglio
Farmacia Mandanici,926084880,MICOCORD 70CPS,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,926239195,RESTOMYL DENTALCROC 150G,1,0.33,99,0,0,13,CARRELLO
Farmacia Mandanici,971085081,BISCOTTI AI CEREALI BIO,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,926831153,HELIONORM ORAL 30CPR,1,0.33,99,0,4.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,926876766,FLEBOMIX CREMA GEL 100ML,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,943303545,LONGLIFE MAGNESIUM 375 POWDER,1,0.33,99,0,4.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,927118087,NEUROKEN 36CPS,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,927604518,FIOREGLUT FARINA DOLC+PANE+PIZ,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,930411145,SINOVIAL 32 SIR INTRA-ART 3PZ,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,971101720,MAGSOL 5 PLUS 60CPR,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,931075170,IMMUNO SKIN PLUS 20BUST,1,0.33,99,0,0,15,CARRELLO
Farmacia Mandanici,971325271,PEDIAKD PLUS 5ML,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,931430526,VEA BUA SPRAY OLIO BASE 50ML,1,0.33,99,1,1.00,27,SPINGI_vende_rete15g
Farmacia Mandanici,931988392,MEDS PORE MEDIC 10X9CM 5PZ,1,0.33,99,6,0,0,VALUTA_taglio
Farmacia Mandanici,933886362,NAUSIL PLUS 30CPR,1,0.33,99,2,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,934509757,MATT PHARMA MAGNESIO 30CPR,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,934737394,CICATRIDINA POMATA 60G,1,0.33,99,2,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,971393917,B-VITAL TOTALE 30CPR RIVESTITE,1,0.33,99,1,9.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,935190393,ENTEROGERMINA GONFIORE 10BUST,1,0.33,99,9,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,971484252,OMEGOR KRILL 60CPS MOLLI,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,935236796,LONGLIFE HERICIUM BIO 60CPS,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,943808307,CISTISET FORTE 8STICK 10ML,1,0.33,99,12,0,0,VALUTA_taglio
Farmacia Mandanici,935501369,VEA LIPO3 EMOLLIENTE IDRAT,1,0.33,99,0,6.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,935501383,VEA LUBRIVIT OLIO LUBRIFICANTE,1,0.33,99,0,2.00,10,SPINGI_vende_rete15g
Farmacia Mandanici,935576025,EUSELIDIUM 30CPR,1,0.33,99,0,13.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,971621964,CONNETTIVINABIO CREMA 25G,1,0.33,99,36,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,935619395,FORTIMUNAL 15CPS,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,935669655,VITGASE 30CPR,1,0.33,99,1,6.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,971647072,IPB-3 30CPR,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,935740946,MELLIS CAP SH RID LEN 200ML,1,0.33,99,2,4.00,9,SPINGI_vende_rete15g
Farmacia Mandanici,938060187,NIGHT&DAY COMF SOLETTA 1PAIO,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,938751649,PSORISDIN SHAMPOO,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,939068146,BORAL SPRAY AURICOLARE 100ML,1,0.33,99,0,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,939362568,ACUFEN PLUS 30CPR,1,0.33,99,1,3.00,9,SPINGI_vende_rete15g
Farmacia Mandanici,939385821,CLARUBIN GTT OCULARI 20F MONOD,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,939464424,CLIAXIN SPRAY S/GAS 100ML,1,0.33,99,10,0,0,VALUTA_taglio
Farmacia Mandanici,939929838,POTASSIO 60CPS,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,939953776,BERBEROL 30CPR,1,0.33,99,0,19.00,11,SPINGI_vende_rete15g
Farmacia Mandanici,971715976,NORAD 30CPR 900MG,1,0.33,99,0,6.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,940005224,PROSTADEP FLOGO 20SOFTGEL,1,0.33,99,0,9.00,23,SPINGI_vende_rete15g
Farmacia Mandanici,972050874,DUREX INTENSE ORGASMIC GEL,1,0.33,99,1,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,940009044,CANDINET GYNO-BALANCE 7TUB 5ML,1,0.33,99,2,4.00,15,SPINGI_vende_rete15g
Farmacia Mandanici,944166103,NANCARE FLORA EQUILIBRIUM 20BS,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,982682217,SATILIA 60CPS,1,0.33,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,982999118,DEFENCE SUN SPRAY TRANSP 50+,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,982999260,DEFENCE SUN B&K LATTE SPR 50+,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,983361650,GIBAUD ORTHO MANUGIB TRAU DX 1,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,941971400,BIOCLIN DEO CONTROL ROLLON VF,1,0.33,99,0,0,12,CARRELLO
Farmacia Mandanici,983698034,XANTERDES SOLUZIONE OFT 20PZ,1,0.33,99,0,10.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,983785092,RIVESCAL PSO SHAMPOO 200ML CAN,1,0.33,99,0,6.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,983801642,ZYMEREX INTOLLERANZE TOT 20CPR,1,0.33,99,4,4.00,10,SPINGI_vende_rete15g
Farmacia Mandanici,949865859,EUTROPHIC 20STICK OROSOLUBILI,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,984598490,LACTOBIF 8ML,1,0.33,99,2,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,949879290,PROFLUID PET SCIROPPO 85ML,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,984623090,TECNIWORK MASCHERA PIEDI RIGEN,1,0.33,99,0,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,984649222,RETIBEN PLUS 20STICK,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,984779304,CB12 TRATTAMENTO ALITOSI 500ML,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,984814448,CARDIOSI' PLUS NEW 20CPR,1,0.33,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,984901379,TONIMER EYES BABY SALV OFT16PZ,1,0.33,99,18,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,985605207,MELASCREEN CONCENTRATO A/MACCH,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,985774381,TRIVIS DONNA PLUS 30CPS,1,0.33,99,0,12.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,986075240,NORMOTIR 30CPS MOLLI,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,986106817,ZIMER 1200 30BUST,1,0.33,99,0,12.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,986173274,SENSODYNE SENS&ENAME MINT 75ML,1,0.33,99,2,0,0,VALUTA_taglio
Farmacia Mandanici,986485910,STIPSIGOL PLUS 20BUST,1,0.33,99,0,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,949892261,OMOMIND 20CPR,1,0.33,99,0,5.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,986497220,RILASTIL SMAGLIATURE 10FX5ML,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,986736369,HIPP AC 30ML,1,0.33,99,10,0,0,VALUTA_taglio
Farmacia Mandanici,986828325,CAPINERV DOL 20CPR GASTROPROT,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,986885818,SELFTEST GLUTINE SOFARMAPIU',1,0.33,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,986887471,SELFTEST HIV 1/2 SOFARMAPIU',1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,950000000,FITOSTEROLI PLUS 180PAST,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,987296504,BIOCLIN DEO INTIMATE SPR 100ML,1,0.33,99,4,0,0,VALUTA_taglio
Farmacia Mandanici,987315811,SCREEN TEST CANDIDA SELFTEST1P,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,987406271,NOVA EMOSTOP TAMPONE EMOSTATIC,1,0.33,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,942543950,BIANCO D'AMBRA EDP 50ML,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,950017943,TORELLO PERFORM CAMP28BUST 2PZ,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987406752,EIRENE 90CPR,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987419443,YAMAMOTO R BROMELINA 30CPR,1,0.33,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987666649,ENZYM ACTIVE PANCIA PIATT30CPS,1,0.33,99,1,7.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987802004,GASTROTAXIL 120ML,1,0.33,99,0,13.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987834506,OTINOVA SPRAY AURICOLARE 15ML,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987867431,ZREEN MAGNESIO GLICINATO120CPS,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,987904695,KALOIDON GEL CICATRICI 30ML,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,988027660,BIOTON MEMORIA COMPLEX 14FL,1,0.33,99,1,0,5,CARRELLO
Farmacia Mandanici,988128942,PEDIASURE TEENAGER CIOC 400G,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,988672224,STARDEA MAGNESIO BISGLICI60CPR,1,0.33,99,0,3.00,4,SPINGI_vende_rete15g
Farmacia Mandanici,950069613,CARNIUM BOT HER BIOTIC 30CPS,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,988672287,STARDEA ZINCO BISGLICINAT60CPS,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,950069955,RILASTIL XEROLACT OLIO DET,1,0.33,99,0,0,22,CARRELLO
Farmacia Mandanici,988922593,SALI DI ISCHIA CR NUTR ESTREMO,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,988925246,GOLD COLLAGEN ANTI AGE LIP VOL,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,988991713,EMODEX 30CPR,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,989000245,PEDIAKAPPA PLUS 150 5ML,1,0.33,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,989022999,BIOCLIN PRO CREMA BALS RINFOR,1,0.33,99,8,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,989242526,CLEARBLUE TEST OVUL AVANZATO20,1,0.33,99,2,0,10,CARRELLO
Farmacia Mandanici,950086227,NERADIN FORTE 30CPS,1,0.33,99,0,2.00,6,SPINGI_vende_rete15g
Farmacia Mandanici,989305103,DEMALIPE EMULSIONE 200ML,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,989355920,ESOXX PROTECTION 20BUST 10ML,1,0.33,99,1,0,0,VALUTA_taglio
Farmacia Mandanici,950265811,VITAMINDERMINA GEL DET LENIT,1,0.33,99,3,0,15,CARRELLO
Farmacia Mandanici,989409139,"ISOMAR OCCHI SEC AI 0,25% 10ML",1,0.33,99,0,6.00,12,SPINGI_vende_rete15g
Farmacia Mandanici,989634480,L'ANGELICA DRENANTE A/CEL60CPR,1,0.33,99,1,0,15,CARRELLO
Farmacia Mandanici,989869084,DEO PRO ACTIVE VAPO 100G PROMO,1,0.33,99,4,0,0,VALUTA_taglio
Farmacia Mandanici,989889821,VIBRACELL 8FL,1,0.33,99,5,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,990043996,BIOFLOR 30CPS VEGETALI,1,0.33,99,0,28.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,990087241,FARABELLA COOKIE MIRT PRO 38G,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,950276713,GIBAUD ORTHO CORS LOMB ACT V 2,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,990407811,GOLD COLLAGEN FORTE LIQ10STICK,1,0.33,99,7,13.00,26,SPINGI_vende_rete15g
Farmacia Mandanici,950301390,CLOGIN REPAIR OVULI VAG 10OV,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,990478378,FOTOULTRA REDNESS SPF50 50ML,1,0.33,99,0,0,12,CARRELLO
Farmacia Mandanici,950308585,SAME 60PAST,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,990540421,ANEDOX 30CPR,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,950405047,VITREOLISINA PLUS 30BUST,1,0.33,99,0,8.00,15,SPINGI_vende_rete15g
Farmacia Mandanici,990713190,PEDIAPEG 20BUST,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,942692423,DUOLIVER PLUS 24CPR,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,800106205,MUCOKEHL D5 20CPR SANUM,1,0.33,99,0,0,0,VALUTA_taglio
Farmacia Mandanici,102330014,PRALEN*12CPR MAST FL,1,0.33,99,0,1.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,046080026,ENTEROGERMINA*OS 10FL 2MLD/5ML,1,0.33,99,0,2.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,045625011,VOLTAREN EMULGEL*GEL 100G 1%,1,0.33,99,0,3.00,0,SPINGI_vende_rete15g
Farmacia Mandanici,950835518,SARGENOR 20F 5ML NF,1,0.33,99,0,0,0,VALUTA_taglio
